municipio,codigo_ibge,parâmetro,uf,Total de testes substâncias em geral para cada linha - incluindo MENOR_LQ,Total de inconsistentes,Total de Consistentes não detectados,Total de parâmetros com MENOR_LQ,Total de Consistentes detectados Abaixo do VMP,Total de Consistentes detectados Acima do VMP,Total_Detectados,prop1,prop2,cnae_729404,cnae_1066000,cnae_2013401,cnae_2013402,cnae_2071100,cnae_2099101,cnae_2121101,cnae_2311700,cnae_2312500,cnae_2610800,cnae_2829199
CORONEL MARTINS,420445,Selênio,SC,21,2,4,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CORONEL SAPUCAIA,500315,Selênio,MS,15,0,15,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
CORONEL VIVIDA,410650,Selênio,PR,20,0,16,2,2,0,2,0.1,0,0,0,0,0,0,0,0,0,0,0,2
CORONEL XAVIER CHAVES,311970,Selênio,MG,7,6,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
CORREGO DANTA,311980,Selênio,MG,5,5,0,0,0,0,0,NA,NA,0,0,1,0,0,0,0,0,0,0,0
CORREGO DO OURO,520570,Selênio,GO,7,3,1,2,1,0,1,0.25,0,0,6,0,0,0,0,0,0,0,0,0
CORREIA PINTO,420455,Selênio,SC,32,0,2,26,4,0,4,0.125,0,0,0,1,0,0,0,0,0,0,0,0
CORUMBA,500320,Selênio,MS,16,0,10,4,2,0,2,0.125,0,0,1,0,0,0,0,0,0,0,0,1
CORUMBAIBA,520590,Selênio,GO,48,2,34,11,1,0,1,0.021739130434782608,0,0,1,0,0,1,0,0,0,0,0,0
CORUMBATAI DO SUL,410655,Selênio,PR,14,0,10,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
COTEGIPE,290940,Selênio,BA,10,6,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
COTIA,351300,Selênio,SP,37,0,20,13,4,0,4,0.10810810810810811,0,0,4,1,4,14,2,8,1,0,11,29
COTIPORA,430595,Selênio,RS,34,0,34,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
COXIM,500330,Selênio,MS,71,0,46,25,0,0,0,0,0,0,10,0,1,0,0,1,0,0,1,0
CRATEUS,230410,Selênio,CE,3,1,0,2,0,0,0,0,0,0,8,0,0,1,0,0,0,0,0,0
CRAVOLANDIA,290950,Selênio,BA,13,5,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CRICIUMA,420460,Selênio,SC,20,0,2,17,1,0,1,0.05,0,1,8,3,3,19,0,0,0,0,2,38
CRISOLITA,312015,Selênio,MG,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CRISOPOLIS,290960,Selênio,BA,5,5,0,0,0,0,0,NA,NA,0,0,0,0,1,0,0,0,0,0,0
CRISSIUMAL,430600,Selênio,RS,31,1,28,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
CRISTAIS,312020,Selênio,MG,19,10,2,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
CRISTAL,430605,Selênio,RS,25,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
CRISTALANDIA,170610,Selênio,TO,4,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CRISTALIA,312030,Selênio,MG,5,5,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0
CRISTALINA,520620,Selênio,GO,13,3,3,3,4,0,4,0.4,0,1,4,1,5,0,0,0,0,0,0,0
CRISTIANO OTONI,312040,Selênio,MG,6,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CRISTIANOPOLIS,520630,Selênio,GO,2,1,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
CRISTOPOLIS,290970,Selênio,BA,5,5,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0
CRIXAS,520640,Selênio,GO,8,5,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
CROMINIA,520650,Selênio,GO,19,0,11,3,5,0,5,0.2631578947368421,0,0,1,0,0,1,0,0,0,0,0,0
CRUCILANDIA,312060,Selênio,MG,18,4,8,0,6,0,6,0.42857142857142855,0,0,0,0,0,0,0,0,0,0,0,0
CRUZ ALTA,430610,Selênio,RS,45,0,44,1,0,0,0,0,0,0,4,2,15,0,0,0,0,0,1,2
CRUZ MACHADO,410680,Selênio,PR,57,0,30,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CRUZALIA,351330,Selênio,SP,17,2,7,7,1,0,1,0.06666666666666667,0,0,0,0,0,0,0,0,0,0,0,0
CRUZEIRO DA FORTALEZA,312070,Selênio,MG,11,0,11,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
CRUZEIRO DO IGUACU,410657,Selênio,PR,72,0,32,40,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
CRUZEIRO DO OESTE,410660,Selênio,PR,38,0,17,21,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0
CRUZEIRO DO SUL,410670,Selênio,PR,20,0,9,10,1,0,1,0.05,0,0,3,0,3,0,0,0,0,0,0,0
CRUZEIRO DO SUL,430620,Selênio,RS,8,0,8,0,0,0,0,0,0,0,1,2,0,2,0,0,0,0,1,1
CRUZILIA,312080,Selênio,MG,31,0,22,8,1,0,1,0.03225806451612903,0,0,2,0,0,0,0,0,0,0,0,0
CRUZMALTINA,410685,Selênio,PR,55,3,22,22,8,0,8,0.15384615384615385,0,0,1,0,0,0,0,0,0,0,0,0
CUBATAO,351350,Selênio,SP,49,5,5,39,0,0,0,0,0,0,1,0,32,0,0,0,0,0,0,2
CUMARI,520660,Selênio,GO,12,2,9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CUNHA PORA,420470,Selênio,SC,20,0,2,18,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
CUNHATAI,420475,Selênio,SC,36,2,2,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CURIONOPOLIS,150277,Selênio,PA,71,10,30,30,1,0,1,0.01639344262295082,0,5,0,0,0,0,0,0,0,0,0,0
CURITIBA,410690,Selênio,PR,104,0,66,30,8,0,8,0.07692307692307693,0,3,34,3,55,55,1,47,19,0,124,141
CURITIBANOS,420480,Selênio,SC,36,4,2,22,8,0,8,0.25,0,0,0,1,0,0,0,1,0,0,0,3
CURIUVA,410700,Selênio,PR,52,1,21,27,3,0,3,0.058823529411764705,0,0,0,0,0,0,0,0,0,0,0,0
CURRAL DE DENTRO,312087,Selênio,MG,38,31,4,0,3,0,3,0.42857142857142855,0,0,0,0,0,0,0,0,0,0,0,0
CURVELO,312090,Selênio,MG,99,6,64,29,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0
DAMIANOPOLIS,520670,Selênio,GO,4,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DAMOLANDIA,520680,Selênio,GO,4,0,0,0,4,0,4,1,0,0,1,0,0,0,0,0,0,0,0,1
DARIO MEIRA,291000,Selênio,BA,12,6,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DAVID CANABARRO,430630,Selênio,RS,34,2,31,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DELFINOPOLIS,312120,Selênio,MG,26,16,4,6,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
DELMIRO GOUVEIA,270240,Selênio,AL,2,2,0,0,0,0,0,NA,NA,0,3,0,0,0,0,0,0,0,0,0
DEODAPOLIS,500345,Selênio,MS,79,1,33,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DERRUBADAS,430632,Selênio,RS,29,0,25,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
DESCANSO,420490,Selênio,SC,35,1,9,25,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
DESTERRO DO MELO,312150,Selênio,MG,15,10,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DIAMANTE D'OESTE,410715,Selênio,PR,40,0,20,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DIAMANTE DO NORTE,410710,Selênio,PR,15,0,10,5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
DIAMANTE DO SUL,410712,Selênio,PR,19,7,4,2,0,6,6,0.5,0.5,0,0,0,0,0,0,0,0,0,0,0
DIAMANTINA,312160,Selênio,MG,4,4,0,0,0,0,0,NA,NA,1,1,0,0,0,0,0,0,0,0,1
DIANOPOLIS,170700,Selênio,TO,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DIAS D'AVILA,291005,Selênio,BA,63,61,0,2,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,4
DILERMANDO DE AGUIAR,430637,Selênio,RS,19,1,10,7,1,0,1,0.05555555555555555,0,0,1,0,0,0,0,0,0,0,0,0
DIONISIO CERQUEIRA,420500,Selênio,SC,29,2,2,25,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
DIORAMA,520710,Selênio,GO,14,5,7,1,1,0,1,0.1111111111111111,0,0,0,0,0,0,0,0,0,0,0,0
DIRCE REIS,351385,Selênio,SP,23,6,10,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DIVINESIA,312190,Selênio,MG,2,2,0,0,0,0,0,NA,NA,0,0,0,0,1,0,0,0,0,0,0
DIVINO,312200,Selênio,MG,20,2,14,0,4,0,4,0.2222222222222222,0,0,0,2,0,0,0,0,0,0,0,0
DIVINO DAS LARANJEIRAS,312210,Selênio,MG,17,17,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0
DIVINO DE SAO LOURENCO,320180,Selênio,ES,3,0,0,2,1,0,1,0.3333333333333333,0,0,0,0,0,0,0,0,0,0,0,0
DIVINOLANDIA,351390,Selênio,SP,66,16,24,26,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
DIVINOPOLIS,312230,Selênio,MG,38,10,14,0,14,0,14,0.5,0,1,13,0,1,6,0,0,6,0,2,13
DIVINOPOLIS DE GOIAS,520830,Selênio,GO,7,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DIVISA ALEGRE,312235,Selênio,MG,10,10,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0
DIVISA NOVA,312240,Selênio,MG,3,3,0,0,0,0,0,NA,NA,0,1,0,0,0,0,0,0,0,0,0
DIVISOPOLIS,312245,Selênio,MG,7,4,0,0,3,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0
DOIS IRMAOS,430640,Selênio,RS,153,48,103,1,1,0,1,0.009523809523809525,0,0,0,0,0,2,0,0,0,0,0,1
DOIS IRMAOS DO BURITI,500348,Selênio,MS,27,0,24,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DOIS VIZINHOS,410720,Selênio,PR,35,0,14,20,0,1,1,0.02857142857142857,0.02857142857142857,0,5,1,0,2,0,0,0,0,0,7
DOLCINOPOLIS,351420,Selênio,SP,22,6,7,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DOM FELICIANO,430650,Selênio,RS,29,1,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DOM PEDRITO,430660,Selênio,RS,29,6,23,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
DOM SILVERIO,312270,Selênio,MG,22,4,14,0,4,0,4,0.2222222222222222,0,0,0,0,0,0,0,0,0,0,0,0
DOMINGOS MARTINS,320190,Selênio,ES,37,5,1,20,11,0,11,0.34375,0,0,1,0,0,0,0,0,0,0,0,1
DONA EMMA,420510,Selênio,SC,20,0,2,18,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
DONA EUSEBIA,312290,Selênio,MG,3,3,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0
DONA FRANCISCA,430670,Selênio,RS,26,0,23,3,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
DORES DO INDAIA,312320,Selênio,MG,18,10,0,2,6,0,6,0.75,0,0,5,0,1,0,0,0,0,0,0,3
DORES DO RIO PRETO,320200,Selênio,ES,15,0,0,14,1,0,1,0.06666666666666667,0,0,1,0,0,0,0,0,0,0,0,0
DOURADINA,410725,Selênio,PR,60,0,30,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
DOURADINA,500350,Selênio,MS,32,0,30,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DOURADO,351430,Selênio,SP,46,1,9,35,1,0,1,0.022222222222222223,0,0,3,0,0,0,0,0,0,0,0,0
DOURADOS,500370,Selênio,MS,188,0,173,14,1,0,1,0.005319148936170213,0,0,29,2,18,4,0,2,2,0,0,0
DOUTOR CAMARGO,410730,Selênio,PR,16,0,10,5,1,0,1,0.0625,0,0,0,0,0,0,0,0,0,0,0,0
DOUTOR MAURICIO CARDOSO,430673,Selênio,RS,17,1,15,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DOUTOR PEDRINHO,420515,Selênio,SC,39,0,6,31,2,0,2,0.05128205128205128,0,0,0,0,0,0,0,0,0,0,0,0
DOVERLANDIA,520725,Selênio,GO,28,2,17,3,6,0,6,0.23076923076923078,0,0,3,0,0,0,0,0,0,0,0,0
DUAS BARRAS,330160,Selênio,RJ,25,0,0,18,6,1,7,0.28,0.04,0,1,0,0,0,0,0,0,0,0,0
DUQUE DE CAXIAS,330170,Selênio,RJ,2,0,0,0,2,0,2,1,0,0,12,1,1,119,2,9,5,3,14,39
DURANDE,312352,Selênio,MG,10,0,8,1,1,0,1,0.1,0,0,0,0,0,0,0,0,0,0,0,1
ECHAPORA,351470,Selênio,SP,16,3,7,5,1,0,1,0.07692307692307693,0,0,3,0,0,0,0,0,0,0,0,0
ECOPORANGA,320210,Selênio,ES,62,7,0,55,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0
EDEALINA,520735,Selênio,GO,18,5,10,1,2,0,2,0.15384615384615385,0,0,0,0,1,0,0,0,0,0,0,0
EDEIA,520740,Selênio,GO,16,2,12,1,1,0,1,0.07142857142857142,0,0,2,0,0,0,0,0,0,0,0,0
ELDORADO,351480,Selênio,SP,108,0,37,63,8,0,8,0.07407407407407407,0,0,0,0,1,0,0,0,0,0,0,0
ELDORADO,500375,Selênio,MS,25,0,11,14,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0
ELDORADO DOS CARAJAS,150295,Selênio,PA,16,0,12,4,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
ELIAS FAUSTO,351490,Selênio,SP,55,0,29,26,0,0,0,0,0,0,4,1,0,2,0,0,0,0,0,5
ELISIO MEDRADO,291030,Selênio,BA,9,6,0,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
EMBU-GUACU,351510,Selênio,SP,47,2,22,23,0,0,0,0,0,0,2,0,1,0,0,1,1,0,4,11
EMILIANOPOLIS,351512,Selênio,SP,21,2,5,14,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
ENCANTADO,430680,Selênio,RS,61,3,56,2,0,0,0,0,0,0,3,0,0,2,0,1,0,0,0,3
ENCRUZILHADA,291040,Selênio,BA,7,5,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
ENCRUZILHADA DO SUL,430690,Selênio,RS,23,2,21,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0
ENEAS MARQUES,410740,Selênio,PR,20,0,9,11,0,0,0,0,0,0,4,0,0,2,0,0,0,0,0,0
ENGENHEIRO BELTRAO,410750,Selênio,PR,72,0,37,35,0,0,0,0,0,0,0,2,0,3,0,0,0,0,0,1
ENGENHEIRO NAVARRO,312380,Selênio,MG,4,2,1,0,1,0,1,0.5,0,0,0,0,0,0,0,0,0,0,0,0
ENTRE RIOS,291050,Selênio,BA,17,15,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
ENTRE RIOS,420517,Selênio,SC,14,0,2,11,1,0,1,0.07142857142857142,0,0,0,0,0,0,0,0,0,0,0,0
ENTRE RIOS DE MINAS,312390,Selênio,MG,45,43,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
ENTRE RIOS DO SUL,430695,Selênio,RS,33,2,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENTRE-IJUIS,430693,Selênio,RS,15,0,5,4,6,0,6,0.4,0,0,0,0,1,0,0,0,0,0,0,0
EREBANGO,430697,Selênio,RS,39,2,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ERECHIM,430700,Selênio,RS,106,4,97,4,1,0,1,0.00980392156862745,0,0,8,0,3,0,0,0,3,0,3,26
ERVAL GRANDE,430720,Selênio,RS,31,1,30,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
ERVAL SECO,430730,Selênio,RS,13,2,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ERVAL VELHO,420520,Selênio,SC,20,2,5,10,3,0,3,0.16666666666666666,0,0,1,0,0,0,0,0,0,0,0,0
ERVALIA,312400,Selênio,MG,2,2,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0
ESMERALDA,430740,Selênio,RS,33,1,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ESPERA FELIZ,312420,Selênio,MG,6,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ESPERANCA NOVA,410752,Selênio,PR,21,1,9,9,2,0,2,0.1,0,0,0,0,0,0,0,0,0,0,0,0
ESPINOSA,312430,Selênio,MG,24,10,4,0,10,0,10,0.7142857142857143,0,0,1,0,1,0,0,0,0,0,0,0
ESPIRITO SANTO DO PINHAL,351518,Selênio,SP,26,8,8,10,0,0,0,0,0,0,2,1,0,0,0,1,0,0,2,3
ESPLANADA,291060,Selênio,BA,10,10,0,0,0,0,0,NA,NA,0,0,0,1,0,0,0,0,0,0,0
ESPUMOSO,430750,Selênio,RS,119,4,107,5,3,0,3,0.02608695652173913,0,0,2,0,1,0,0,0,0,0,1,0
ESTACAO,430755,Selênio,RS,71,2,69,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0
ESTANCIA VELHA,430760,Selênio,RS,13,1,12,0,0,0,0,0,0,0,6,0,0,5,0,1,0,0,1,13
ESTEIO,430770,Selênio,RS,28,6,22,0,0,0,0,0,0,0,7,0,1,1,0,0,0,0,1,16
ESTIVA,312450,Selênio,MG,12,4,1,7,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
ESTRELA,430780,Selênio,RS,149,18,126,5,0,0,0,0,0,0,7,0,3,5,0,0,3,0,1,9
ESTRELA D'OESTE,351520,Selênio,SP,43,12,12,15,4,0,4,0.12903225806451613,0,0,2,1,0,0,0,0,0,0,0,0
ESTRELA DO NORTE,351530,Selênio,SP,25,3,7,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ESTRELA DO NORTE,520750,Selênio,GO,6,2,1,2,1,0,1,0.25,0,0,0,0,0,0,0,0,0,0,0,0
ESTRELA DO SUL,312480,Selênio,MG,1,1,0,0,0,0,0,NA,NA,0,1,0,0,0,0,0,0,0,0,0
EUCLIDES DA CUNHA,291070,Selênio,BA,11,11,0,0,0,0,0,NA,NA,0,1,0,0,3,0,1,0,0,0,0
EUCLIDES DA CUNHA PAULISTA,351535,Selênio,SP,47,8,20,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EUNAPOLIS,291072,Selênio,BA,5,5,0,0,0,0,0,NA,NA,0,6,1,2,0,0,2,0,0,1,7
EXTREMA,312510,Selênio,MG,17,10,0,7,0,0,0,0,0,0,0,0,0,5,0,1,0,0,10,6
FAGUNDES VARELA,430786,Selênio,RS,34,1,31,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
FARIA LEMOS,312530,Selênio,MG,5,0,2,0,3,0,3,0.6,0,0,2,0,0,0,0,0,0,0,0,0
FAROL,410755,Selênio,PR,16,1,10,3,2,0,2,0.13333333333333333,0,0,0,0,0,0,0,0,0,0,0,0
FARROUPILHA,430790,Selênio,RS,93,9,81,3,0,0,0,0,0,0,2,0,3,1,0,0,0,1,0,10
FARTURA,351540,Selênio,SP,5,2,0,3,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0
FATIMA,291075,Selênio,BA,3,3,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0
FATIMA DO SUL,500380,Selênio,MS,44,0,41,3,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
FAXINAL,410760,Selênio,PR,21,6,10,5,0,0,0,0,0,0,4,0,1,1,1,0,0,0,0,0
FAXINAL DO SOTURNO,430800,Selênio,RS,36,1,34,0,1,0,1,0.02857142857142857,0,0,1,0,0,0,0,0,0,0,0,0
FAXINAL DOS GUEDES,420530,Selênio,SC,28,0,4,24,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
FAXINALZINHO,430805,Selênio,RS,31,2,25,3,1,0,1,0.034482758620689655,0,0,0,0,0,0,0,0,0,0,0,0
FAZENDA NOVA,520760,Selênio,GO,11,7,0,2,2,0,2,0.5,0,0,3,0,0,0,0,0,0,0,0,0
FAZENDA RIO GRANDE,410765,Selênio,PR,35,0,16,19,0,0,0,0,0,0,1,0,0,5,0,1,1,0,1,8
FEIRA DE SANTANA,291080,Selênio,BA,8,3,0,5,0,0,0,0,0,1,41,1,6,24,1,3,11,0,4,8
FELISBURGO,312560,Selênio,MG,1,1,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0
FELIXLANDIA,312570,Selênio,MG,45,11,31,3,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
FELIZ,430810,Selênio,RS,391,40,326,24,0,1,1,0.002849002849002849,0.002849002849002849,0,2,1,2,0,0,0,0,0,1,1
FENIX,410770,Selênio,PR,14,2,9,2,1,0,1,0.08333333333333333,0,0,0,0,0,0,0,0,0,0,0,0
FERCAL,530010,Selênio,DF,45,0,14,19,12,0,12,0.26666666666666666,0,9,38,3,17,50,1,20,32,0,17,24
FERNANDES PINHEIRO,410773,Selênio,PR,40,0,20,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FERNANDES TOURINHO,312580,Selênio,MG,2,0,0,0,2,0,2,1,0,0,0,0,1,0,0,0,0,0,0,0
FERNANDO PRESTES,351560,Selênio,SP,39,1,12,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FERNANDOPOLIS,351550,Selênio,SP,34,10,5,10,5,4,9,0.375,0.16666666666666666,0,2,0,4,3,0,0,0,0,0,0
FERNAO,351565,Selênio,SP,3,3,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0
FIGUEIRA,410775,Selênio,PR,36,0,16,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FIGUEIRAO,500390,Selênio,MS,13,0,11,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FIGUEIROPOLIS,170765,Selênio,TO,25,0,6,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FILADELFIA,170770,Selênio,TO,29,0,7,20,2,0,2,0.06896551724137931,0,0,0,0,0,0,0,0,0,0,0,0
FIRMINO ALVES,291090,Selênio,BA,7,2,0,5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
FIRMINOPOLIS,520780,Selênio,GO,30,6,19,3,2,0,2,0.08333333333333333,0,0,1,0,0,0,0,0,0,0,0,0
FLOR DA SERRA DO SUL,410785,Selênio,PR,42,2,15,18,7,0,7,0.175,0,0,0,1,1,0,0,0,0,0,0,0
FLORA RICA,351580,Selênio,SP,16,5,5,5,1,0,1,0.09090909090909091,0,0,0,0,0,0,0,0,0,0,0,0
FLORAI,410780,Selênio,PR,40,0,17,3,20,0,20,0.5,0,0,0,0,0,0,0,0,0,0,0,0
FLOREAL,351590,Selênio,SP,21,5,10,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FLORES DA CUNHA,430820,Selênio,RS,350,1,320,12,17,0,17,0.04871060171919771,0,0,1,1,1,2,0,0,3,0,2,8
FLORESTA,410790,Selênio,PR,21,0,13,8,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0
FLORESTA AZUL,291100,Selênio,BA,11,7,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FLORESTAL,312600,Selênio,MG,20,12,0,0,8,0,8,1,0,0,2,0,0,0,0,0,0,0,0,0
FLORESTOPOLIS,410800,Selênio,PR,20,0,8,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FLORIANOPOLIS,420540,Selênio,SC,62,0,13,49,0,0,0,0,0,1,6,0,3,3,0,9,4,0,16,10
FLORIDA PAULISTA,351600,Selênio,SP,60,16,16,26,2,0,2,0.045454545454545456,0,0,1,0,0,0,0,0,0,0,0,0
FLORINIA,351610,Selênio,SP,14,0,6,7,1,0,1,0.07142857142857142,0,0,0,0,0,0,0,0,0,0,0,0
FONTOURA XAVIER,430830,Selênio,RS,40,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FORMIGUEIRO,430840,Selênio,RS,33,2,30,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FORMOSA,520800,Selênio,GO,60,7,42,2,9,0,9,0.16981132075471697,0,0,13,1,4,0,0,0,1,0,1,1
FORMOSA DO OESTE,410820,Selênio,PR,20,0,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FORMOSA DO RIO PRETO,291110,Selênio,BA,12,5,0,7,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0
FORMOSA DO SUL,420543,Selênio,SC,20,0,2,18,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
FORMOSO,312620,Selênio,MG,28,20,0,1,7,0,7,0.875,0,0,0,0,0,0,0,0,0,0,0,0
FORMOSO,520810,Selênio,GO,1,1,0,0,0,0,0,NA,NA,0,3,0,0,0,0,0,0,0,0,0
FORMOSO DO ARAGUAIA,170820,Selênio,TO,8,1,2,5,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
FORTALEZA,230440,Selênio,CE,16,2,0,14,0,0,0,0,0,4,56,2,7,47,2,36,13,2,13,50
FORTALEZA DE MINAS,312630,Selênio,MG,22,12,2,7,1,0,1,0.1,0,0,0,0,0,0,0,0,0,0,0,0
FORTALEZA DOS VALOS,430845,Selênio,RS,20,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FOZ DO IGUACU,410830,Selênio,PR,56,0,30,20,6,0,6,0.10714285714285714,0,0,0,2,2,1,0,0,4,0,2,1
FOZ DO JORDAO,410845,Selênio,PR,28,0,16,10,2,0,2,0.07142857142857142,0,0,0,0,0,0,0,0,0,0,0,0
FRANCA,351620,Selênio,SP,18,2,6,10,0,0,0,0,0,0,4,2,7,37,0,0,0,0,0,22
FRANCISCO ALVES,410832,Selênio,PR,58,0,30,25,3,0,3,0.05172413793103448,0,0,1,0,0,0,0,0,0,0,0,0
FRANCISCO BADARO,312650,Selênio,MG,1,1,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0
FRANCISCO BELTRAO,410840,Selênio,PR,56,0,26,30,0,0,0,0,0,1,12,0,4,3,0,0,0,0,0,5
FRANCISCO DUMONT,312660,Selênio,MG,18,4,2,8,4,0,4,0.2857142857142857,0,0,0,0,0,0,0,0,0,0,0,0
FRANCISCOPOLIS,312675,Selênio,MG,17,9,8,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
