municipio,codigo_ibge,parâmetro,uf,Total de testes substâncias em geral para cada linha - incluindo MENOR_LQ,Total de inconsistentes,Total de Consistentes não detectados,Total de parâmetros com MENOR_LQ,Total de Consistentes detectados Abaixo do VMP,Total de Consistentes detectados Acima do VMP,Total_Detectados,prop1,prop2,cnae_729404,cnae_729405,cnae_2019399,cnae_2029100,cnae_2033900,cnae_2071100,cnae_2422901,cnae_2449199,cnae_2539001,cnae_2539002,cnae_2599399,cnae_2660400,cnae_2722801,cnae_2722802,cnae_2910701,cnae_2920401,cnae_2945000,cnae_3313902,cnae_3831999
ARROIO DO PADRE,430107,Chumbo,RS,1,1,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ARROIO DO TIGRE,430120,Chumbo,RS,67,8,43,13,0,3,3,0.05084745762711865,0.05084745762711865,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
ARROIO DOS RATOS,430110,Chumbo,RS,43,8,29,6,0,0,0,0,0,0,0,0,1,0,0,0,0,7,0,2,0,0,0,0,0,0,0,2
ARROIO GRANDE,430130,Chumbo,RS,51,3,36,12,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,4
ARROIO TRINTA,420160,Chumbo,SC,18,1,1,11,5,0,5,0.29411764705882354,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ARUANA,520250,Chumbo,GO,23,10,9,3,1,0,1,0.07692307692307693,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ARVOREZINHA,430140,Chumbo,RS,114,0,107,7,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,2,0,0,0,0,0,1,0,0
ASCURRA,420170,Chumbo,SC,20,0,3,14,3,0,3,0.15,0,0,0,0,0,0,0,0,0,17,2,2,0,0,0,0,0,0,0,2
ASPASIA,350395,Chumbo,SP,18,6,5,7,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
ASSAI,410190,Chumbo,PR,35,0,20,15,0,0,0,0,0,0,0,0,1,0,2,0,0,24,1,2,0,0,0,0,0,0,0,1
ASSIS,350400,Chumbo,SP,23,2,7,8,6,0,6,0.2857142857142857,0,0,0,0,1,0,2,0,0,53,0,11,0,0,0,0,0,1,0,3
ASSIS CHATEAUBRIAND,410200,Chumbo,PR,159,2,77,80,0,0,0,0,0,0,0,0,0,0,1,0,0,17,0,1,0,1,0,0,0,0,0,4
ASTOLFO DUTRA,310460,Chumbo,MG,11,9,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
ASTORGA,410210,Chumbo,PR,95,12,45,8,29,1,30,0.3614457831325301,0.012048192771084338,0,0,0,1,0,1,0,1,19,2,4,0,2,1,0,0,0,0,5
ATALAIA,270040,Chumbo,AL,80,50,0,30,0,0,0,0,0,0,0,0,0,0,0,1,0,9,0,0,0,0,0,0,0,0,0,0
ATALAIA,410220,Chumbo,PR,18,0,9,8,1,0,1,0.05555555555555555,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
ATALANTA,420180,Chumbo,SC,19,0,4,13,2,0,2,0.10526315789473684,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0
ATALEIA,310470,Chumbo,MG,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2
ATILIO VIVACQUA,320070,Chumbo,ES,17,3,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0
AUGUSTINOPOLIS,170255,Chumbo,TO,21,1,6,14,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0
AUGUSTO DE LIMA,310480,Chumbo,MG,14,5,0,9,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
AUREA,430155,Chumbo,RS,35,0,31,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AURELINO LEAL,290240,Chumbo,BA,27,8,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AURIFLAMA,350420,Chumbo,SP,13,0,6,5,2,0,2,0.15384615384615385,0,0,0,0,0,0,0,0,0,10,0,1,0,0,0,0,0,0,0,1
AURILANDIA,520260,Chumbo,GO,14,2,4,3,5,0,5,0.4166666666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
AVAI,350430,Chumbo,SP,36,18,6,11,1,0,1,0.05555555555555555,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
AVARE,350450,Chumbo,SP,38,18,0,18,1,1,2,0.1,0.05,0,0,0,2,0,1,0,1,23,1,11,1,0,0,0,0,0,0,2
AVELINOPOLIS,520280,Chumbo,GO,14,2,10,1,1,0,1,0.08333333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BABACULANDIA,170300,Chumbo,TO,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
BAIANOPOLIS,290250,Chumbo,BA,14,6,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BALBINOS,350470,Chumbo,SP,23,1,9,12,1,0,1,0.045454545454545456,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BALDIM,310500,Chumbo,MG,4,4,0,0,0,0,0,NA,NA,0,0,0,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
BALIZA,520310,Chumbo,GO,3,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BALNEARIO BARRA DO SUL,420205,Chumbo,SC,12,0,0,10,2,0,2,0.16666666666666666,0,0,0,0,0,0,0,0,0,20,0,2,0,0,0,0,0,0,0,1
BALNEARIO PICARRAS,421280,Chumbo,SC,35,0,2,24,9,0,9,0.2571428571428571,0,0,0,0,0,0,2,0,0,19,0,5,0,0,0,0,0,0,0,2
BALNEARIO PINHAL,430163,Chumbo,RS,41,0,29,12,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
BALSA NOVA,410230,Chumbo,PR,112,0,54,58,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,2,0,0,0,0,0,0,0,1
BAMBUI,310510,Chumbo,MG,2,0,0,0,2,0,2,1,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,1
BANANAL,350490,Chumbo,SP,41,7,20,14,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
BANDEIRANTE,420208,Chumbo,SC,22,2,5,15,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,1,0,0,0,0,0,0,0,0
BANZAE,290265,Chumbo,BA,5,5,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
BARAO,430165,Chumbo,RS,23,5,17,1,0,0,0,0,0,0,0,0,1,0,0,0,0,4,1,2,0,0,0,0,0,0,0,0
BARAO DE ANTONINA,350500,Chumbo,SP,4,4,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BARAO DE COCAIS,310540,Chumbo,MG,2,2,0,0,0,0,0,NA,NA,0,0,0,1,0,0,0,0,13,0,4,0,0,0,0,0,0,0,3
BARAO DE COTEGIPE,430170,Chumbo,RS,76,2,68,6,0,0,0,0,0,0,0,0,0,0,3,0,0,18,0,1,0,0,0,0,0,0,0,0
BARAO DO TRIUNFO,430175,Chumbo,RS,17,0,12,5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BARBACENA,310560,Chumbo,MG,7,7,0,0,0,0,0,NA,NA,0,0,1,1,0,1,0,0,45,1,11,0,0,0,0,0,0,0,10
BARBOSA FERRAZ,410250,Chumbo,PR,90,2,48,39,1,0,1,0.011363636363636364,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,1
BARRA BONITA,420209,Chumbo,SC,24,1,7,14,2,0,2,0.08695652173913043,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BARRA DE SANTO ANTONIO,270050,Chumbo,AL,60,34,0,22,4,0,4,0.15384615384615385,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
BARRA DO CHAPEU,350535,Chumbo,SP,39,3,11,13,11,1,12,0.3333333333333333,0.027777777777777776,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
BARRA DO CHOCA,290290,Chumbo,BA,22,8,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0
BARRA DO GUARITA,430185,Chumbo,RS,17,0,16,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0
BARRA DO JACARE,410270,Chumbo,PR,20,0,9,8,3,0,3,0.15,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
BARRA DO QUARAI,430187,Chumbo,RS,30,0,20,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
BARRA DO RIBEIRO,430190,Chumbo,RS,81,3,64,13,0,1,1,0.01282051282051282,0.01282051282051282,0,0,0,0,0,1,0,0,6,0,3,0,0,0,0,0,0,0,2
BARRA DO ROCHA,290310,Chumbo,BA,16,5,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BARRA DO TURVO,350540,Chumbo,SP,18,0,9,6,3,0,3,0.16666666666666666,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BARRA LONGA,310570,Chumbo,MG,22,4,12,2,4,0,4,0.2222222222222222,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
BARRA VELHA,420210,Chumbo,SC,17,0,1,16,0,0,0,0,0,0,0,0,1,0,2,0,0,27,0,4,0,0,0,0,0,0,0,0
BARRACAO,430180,Chumbo,RS,38,0,34,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1
BARREIRAS,290320,Chumbo,BA,40,20,1,19,0,0,0,0,0,0,0,0,0,0,2,0,1,46,2,15,0,0,0,0,0,0,0,3
BARRO ALTO,520320,Chumbo,GO,31,10,15,4,2,0,2,0.09523809523809523,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0
BARROS CASSAL,430200,Chumbo,RS,50,0,39,11,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0
BARROSO,310590,Chumbo,MG,18,18,0,0,0,0,0,NA,NA,0,0,0,1,0,0,0,0,13,1,8,0,0,1,0,0,0,0,1
BARUERI,350570,Chumbo,SP,20,0,10,9,1,0,1,0.05,0,0,0,5,4,0,11,1,1,150,9,44,4,0,0,1,0,7,2,6
BASTOS,350580,Chumbo,SP,44,12,9,19,4,0,4,0.125,0,0,0,0,0,0,0,0,0,26,1,0,0,0,0,0,0,0,0,0
BATAGUASSU,500190,Chumbo,MS,42,8,13,12,9,0,9,0.2647058823529412,0,0,0,0,4,0,0,0,0,13,0,2,0,0,0,0,0,1,0,18
BATAYPORA,500200,Chumbo,MS,14,1,7,6,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,1
BELA VISTA DA CAROBA,410275,Chumbo,PR,20,0,9,11,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
BELA VISTA DE GOIAS,520330,Chumbo,GO,102,3,50,27,21,1,22,0.2222222222222222,0.010101010101010102,0,0,0,0,0,1,0,0,14,0,1,0,0,0,0,0,0,0,0
BELA VISTA DO PARAISO,410280,Chumbo,PR,34,3,15,16,0,0,0,0,0,0,0,0,1,0,0,0,0,15,0,0,0,0,0,0,0,0,0,2
BELA VISTA DO TOLDO,420213,Chumbo,SC,43,0,10,29,4,0,4,0.09302325581395349,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BELMONTE,290340,Chumbo,BA,8,8,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,3,2,0,0,0,0,0,0,0,0,0
BELO HORIZONTE,310620,Chumbo,MG,60,23,17,4,16,0,16,0.43243243243243246,0,15,5,5,16,1,33,14,6,860,38,340,19,6,1,6,1,13,4,131
BELO VALE,310640,Chumbo,MG,21,14,1,1,5,0,5,0.7142857142857143,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,1
BENEDITO NOVO,420220,Chumbo,SC,66,0,6,51,8,1,9,0.13636363636363635,0.015151515151515152,0,0,0,1,0,0,0,0,18,3,1,0,0,0,0,0,0,0,2
BENTO DE ABREU,350620,Chumbo,SP,18,5,9,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BENTO GONCALVES,430210,Chumbo,RS,53,6,43,4,0,0,0,0,0,0,0,0,0,0,8,0,2,398,22,74,0,0,1,1,0,0,1,8
BERILO,310650,Chumbo,MG,2,0,0,1,1,0,1,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BERIZAL,310665,Chumbo,MG,9,9,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BERNARDINO DE CAMPOS,350630,Chumbo,SP,14,0,0,13,1,0,1,0.07142857142857142,0,0,0,0,0,0,0,0,0,6,0,1,0,0,0,0,0,0,0,1
BERTIOGA,350635,Chumbo,SP,113,0,45,58,9,1,10,0.08849557522123894,0.008849557522123894,0,0,0,0,0,0,0,0,7,0,2,0,0,0,0,0,0,0,5
BETIM,310670,Chumbo,MG,22,5,4,12,1,0,1,0.058823529411764705,0,0,0,3,3,0,8,6,3,496,28,81,2,1,1,3,0,7,0,50
BIQUINHAS,310700,Chumbo,MG,1,1,0,0,0,0,0,NA,NA,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BIRITIBA-MIRIM,350660,Chumbo,SP,72,11,18,25,18,0,18,0.29508196721311475,0,0,0,0,0,0,0,0,0,7,1,0,0,0,0,0,0,0,1,2
BIRITINGA,290360,Chumbo,BA,19,9,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BITURUNA,410290,Chumbo,PR,49,2,25,22,0,0,0,0,0,0,0,0,13,0,2,0,0,22,0,0,0,0,0,0,0,0,0,0
BOA ESPERANCA,410300,Chumbo,PR,32,2,20,10,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
BOA ESPERANCA DO IGUACU,410302,Chumbo,PR,20,1,10,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BOA NOVA,290370,Chumbo,BA,17,6,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BOA VISTA,140010,Chumbo,RR,1,0,1,0,0,0,0,0,0,1,0,0,0,0,3,0,1,81,1,13,0,0,0,0,0,0,0,7
BOA VISTA DA APARECIDA,410305,Chumbo,PR,34,1,16,17,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0
BOA VISTA DO BURICA,430220,Chumbo,RS,13,0,13,0,0,0,0,0,0,0,0,0,1,0,0,0,0,9,1,1,0,0,0,0,0,0,0,0
BOA VISTA DO TUPIM,290380,Chumbo,BA,56,22,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BOCAINA,350680,Chumbo,SP,74,7,21,22,24,0,24,0.3582089552238806,0,0,0,0,1,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0
BOCAINA DO SUL,420243,Chumbo,SC,20,2,1,13,4,0,4,0.2222222222222222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BOCAIUVA DO SUL,410310,Chumbo,PR,20,1,10,1,8,0,8,0.42105263157894735,0,1,0,0,1,0,0,0,0,11,0,0,2,0,0,0,0,1,0,0
BODOQUENA,500215,Chumbo,MS,20,6,10,4,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,1
BOFETE,350690,Chumbo,SP,76,18,28,21,9,0,9,0.15517241379310345,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,2
BOITUVA,350700,Chumbo,SP,20,0,11,8,1,0,1,0.05,0,0,0,1,1,0,2,0,0,54,3,35,1,0,0,0,0,2,0,2
BOM JARDIM,330050,Chumbo,RJ,6,0,0,3,1,2,3,0.5,0.3333333333333333,0,0,0,0,0,0,0,0,10,0,1,0,0,0,0,0,0,1,0
BOM JARDIM DA SERRA,420250,Chumbo,SC,30,0,0,22,7,1,8,0.26666666666666666,0.03333333333333333,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
BOM JARDIM DE MINAS,310750,Chumbo,MG,2,2,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,1
BOM JESUS,420253,Chumbo,SC,17,2,2,9,4,0,4,0.26666666666666666,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
BOM JESUS,430230,Chumbo,RS,56,0,45,11,0,0,0,0,0,0,0,0,1,0,0,0,0,5,0,0,0,0,0,0,0,0,0,3
BOM JESUS DE GOIAS,520350,Chumbo,GO,24,2,12,8,1,1,2,0.09090909090909091,0.045454545454545456,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0
BOM JESUS DO AMPARO,310770,Chumbo,MG,14,9,0,3,2,0,2,0.4,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
BOM JESUS DO NORTE,320110,Chumbo,ES,12,0,0,11,1,0,1,0.08333333333333333,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0
BOM JESUS DO OESTE,420257,Chumbo,SC,21,2,8,9,2,0,2,0.10526315789473684,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
BOM JESUS DO SUL,410315,Chumbo,PR,20,0,10,10,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BOM PROGRESSO,430237,Chumbo,RS,9,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BOM REPOUSO,310790,Chumbo,MG,14,10,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BOM RETIRO,420260,Chumbo,SC,38,2,1,24,11,0,11,0.3055555555555556,0,1,0,0,1,0,0,0,0,4,0,1,0,0,0,0,0,0,0,1
BOM RETIRO DO SUL,430240,Chumbo,RS,23,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,1
BOM SUCESSO,410320,Chumbo,PR,17,0,10,5,2,0,2,0.11764705882352941,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
BOM SUCESSO DE ITARARE,350715,Chumbo,SP,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0
BOM SUCESSO DO SUL,410322,Chumbo,PR,25,0,14,0,11,0,11,0.44,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
BONFIM,310810,Chumbo,MG,18,11,2,4,1,0,1,0.14285714285714285,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BONFINOPOLIS,520355,Chumbo,GO,4,2,0,2,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,1
BONFINOPOLIS DE MINAS,310820,Chumbo,MG,2,2,0,0,0,0,0,NA,NA,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
BONINAL,290400,Chumbo,BA,14,5,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BONITO,290405,Chumbo,BA,10,6,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BONITO,500220,Chumbo,MS,21,5,16,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,0,1,0,0,0,0,0,0,0,3
BONITO DE MINAS,310825,Chumbo,MG,13,11,0,1,1,0,1,0.5,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
BONOPOLIS,520357,Chumbo,GO,3,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
BOQUEIRAO DO LEAO,430245,Chumbo,RS,31,0,28,2,1,0,1,0.03225806451612903,0,0,0,0,0,0,0,0,0,6,0,5,0,0,0,0,0,0,0,1
BOQUIM,280067,Chumbo,SE,6,1,0,5,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1
BORA,350720,Chumbo,SP,9,1,6,1,1,0,1,0.125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BORACEIA,350730,Chumbo,SP,18,1,6,5,6,0,6,0.35294117647058826,0,0,0,0,2,0,0,0,0,3,0,0,0,0,0,0,0,2,0,0
BORDA DA MATA,310830,Chumbo,MG,6,2,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,1
BORRAZOPOLIS,410330,Chumbo,PR,28,0,15,13,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,1,0,0,0,0,0,0,0,2
BOSSOROCA,430250,Chumbo,RS,38,0,33,5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
BOTELHOS,310840,Chumbo,MG,4,4,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,5,0,1,0,0,0,0,0,0,0,1
BOTUCATU,350750,Chumbo,SP,158,56,38,41,23,0,23,0.22549019607843138,0,0,0,2,3,0,2,0,0,72,6,18,0,0,0,0,0,5,0,9
BRACO DO NORTE,420280,Chumbo,SC,24,0,2,20,2,0,2,0.08333333333333333,0,0,0,0,2,0,0,0,1,39,2,14,0,0,0,0,0,0,0,2
BRAGA,430260,Chumbo,RS,40,0,35,5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
BRAGANCA PAULISTA,350760,Chumbo,SP,46,2,19,16,9,0,9,0.20454545454545456,0,0,0,1,5,0,2,0,2,182,8,21,2,0,0,0,0,3,0,16
BRAGANEY,410335,Chumbo,PR,36,1,20,15,0,0,0,0,0,0,0,0,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0
BRASILANDIA,500230,Chumbo,MS,28,6,8,7,7,0,7,0.3181818181818182,0,0,0,0,2,0,0,0,0,6,0,1,0,0,0,0,0,0,0,1
BRASILANDIA DO SUL,410337,Chumbo,PR,20,1,9,10,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
BRASILIA DE MINAS,310860,Chumbo,MG,11,9,0,0,0,2,2,1,1,0,0,0,4,0,0,0,0,5,0,1,0,0,0,0,0,0,0,1
BRAZABRANTES,520360,Chumbo,GO,39,4,18,12,5,0,5,0.14285714285714285,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
BRAZLANDIA,530010,Chumbo,DF,49,0,7,38,4,0,4,0.08163265306122448,0,9,2,3,12,0,50,2,4,263,26,157,9,1,0,7,0,1,7,144
BRAZOPOLIS,310890,Chumbo,MG,18,8,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,2,0,0,0,0,0,0,0,1
BREJETUBA,320115,Chumbo,ES,14,0,0,13,1,0,1,0.07142857142857142,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0
BREJO ALEGRE,350775,Chumbo,SP,13,4,6,2,1,0,1,0.1111111111111111,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
BREJOES,290430,Chumbo,BA,12,6,0,6,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
BRITANIA,520380,Chumbo,GO,12,0,3,7,2,0,2,0.16666666666666666,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
BROTAS DE MACAUBAS,290450,Chumbo,BA,8,6,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BRUMADINHO,310900,Chumbo,MG,40,13,0,9,18,0,18,0.6666666666666666,0,1,0,0,0,0,0,0,0,4,0,2,0,0,0,0,0,0,0,1
BRUMADO,290460,Chumbo,BA,20,16,0,4,0,0,0,0,0,1,0,0,0,0,4,0,0,30,0,3,0,0,0,0,0,0,0,2
BUENO BRANDAO,310910,Chumbo,MG,16,12,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
BUENOPOLIS,310920,Chumbo,MG,11,4,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,0,0,0,0,0,0,0,0
BURI,350800,Chumbo,SP,23,7,0,12,4,0,4,0.25,0,0,0,0,3,0,0,0,0,4,0,0,0,0,0,0,0,0,0,1
BURITI ALEGRE,520390,Chumbo,GO,30,10,11,7,1,1,2,0.1,0.05,0,0,0,0,0,0,0,0,5,0,1,1,0,0,0,0,0,0,0
BURITI DO TOCANTINS,170380,Chumbo,TO,21,0,7,14,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
BURITINOPOLIS,520396,Chumbo,GO,6,2,2,1,1,0,1,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BURITIS,310930,Chumbo,MG,11,9,0,0,2,0,2,1,0,0,0,0,1,0,0,0,0,10,0,0,0,0,0,0,0,0,0,1
BURITIZAL,350820,Chumbo,SP,22,2,7,13,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4,0,0,0,0,0,0,0,0,1
BUTIA,430270,Chumbo,RS,12,0,10,2,0,0,0,0,0,0,0,0,3,0,0,0,0,17,0,2,0,0,0,0,0,0,0,0
CAARAPO,500240,Chumbo,MS,51,17,22,12,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,1,0,0,0,0,0,0,0,4
CAATIBA,290480,Chumbo,BA,11,5,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CABACEIRAS DO PARAGUACU,290485,Chumbo,BA,42,17,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CABECEIRAS,520400,Chumbo,GO,3,3,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1
CABO FRIO,330070,Chumbo,RJ,4,0,0,0,4,0,4,1,0,0,0,0,0,0,0,0,0,53,1,8,0,0,0,0,0,0,1,8
CABO VERDE,310950,Chumbo,MG,27,12,0,0,15,0,15,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CABREUVA,350840,Chumbo,SP,62,0,28,28,6,0,6,0.0967741935483871,0,0,0,0,2,0,2,0,1,30,9,6,0,0,0,0,0,0,0,3
