municipio,codigo_ibge,parâmetro,uf,Total de testes substâncias em geral para cada linha - incluindo MENOR_LQ,Total de inconsistentes,Total de Consistentes não detectados,Total de parâmetros com MENOR_LQ,Total de Consistentes detectados Abaixo do VMP,Total de Consistentes detectados Acima do VMP,Total_Detectados,prop1,prop2,cnae_729404,cnae_2019399,cnae_2073800,cnae_2092401,cnae_2092403,cnae_2093200,cnae_2094100,cnae_2110600,cnae_2121101,cnae_2122000,cnae_2449199,cnae_2452100,cnae_2539001,cnae_3831999,total_canes
AUGUSTO DE LIMA,310480,Antimônio,MG,14,3,7,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
AUREA,430155,Antimônio,RS,22,0,19,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AURELINO LEAL,290240,Antimônio,BA,19,6,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
AURIFLAMA,350420,Antimônio,SP,15,1,9,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,1,11
AURILANDIA,520260,Antimônio,GO,14,0,5,5,4,0,4,0.2857142857142857,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
AVAI,350430,Antimônio,SP,36,19,9,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,2
AVARE,350450,Antimônio,SP,18,17,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,2,23,2,29
AVELINOPOLIS,520280,Antimônio,GO,14,2,6,1,5,0,5,0.4166666666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BABACULANDIA,170300,Antimônio,TO,19,0,3,15,1,0,1,0.05263157894736842,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
BAEPENDI,310490,Antimônio,MG,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1,8
BAIANOPOLIS,290250,Antimônio,BA,11,5,1,5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
BALBINOS,350470,Antimônio,SP,27,2,13,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BALDIM,310500,Antimônio,MG,4,4,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BALIZA,520310,Antimônio,GO,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BALNEARIO BARRA DO SUL,420205,Antimônio,SC,12,0,0,11,0,1,1,0.08333333333333333,0.08333333333333333,0,0,0,0,0,0,0,0,0,0,0,0,20,1,21
BALNEARIO PICARRAS,421280,Antimônio,SC,35,2,2,27,4,0,4,0.12121212121212122,0,0,0,0,0,0,0,0,0,0,0,0,1,19,2,22
BALNEARIO PINHAL,430163,Antimônio,RS,41,0,36,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
BALSA NOVA,410230,Antimônio,PR,112,0,55,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,1,11
BAMBUI,310510,Antimônio,MG,2,2,0,0,0,0,0,NA,NA,0,0,0,1,0,0,0,0,0,0,0,0,12,1,14
BANANAL,350490,Antimônio,SP,40,6,21,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
BANDEIRANTE,420208,Antimônio,SC,26,4,5,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4
BANDEIRANTES DO TOCANTINS,170305,Antimônio,TO,8,0,0,7,1,0,1,125,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
BANZAE,290265,Antimônio,BA,4,4,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
BARAO,430165,Antimônio,RS,22,5,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4
BARAO DE ANTONINA,350500,Antimônio,SP,5,5,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BARAO DE COCAIS,310540,Antimônio,MG,4,2,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,13,3,20
BARAO DE COTEGIPE,430170,Antimônio,RS,75,2,73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,18
BARAO DO TRIUNFO,430175,Antimônio,RS,16,0,10,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BARBACENA,310560,Antimônio,MG,8,8,0,0,0,0,0,NA,NA,0,1,0,0,0,0,0,0,0,0,0,2,45,10,58
BARBOSA FERRAZ,410250,Antimônio,PR,91,1,50,38,2,0,2,0.022222222222222223,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,4
BARRA BONITA,420209,Antimônio,SC,24,2,7,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BARRA DO CHAPEU,350535,Antimônio,SP,39,19,8,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2
BARRA DO CHOCA,290290,Antimônio,BA,19,8,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2
BARRA DO GUARITA,430185,Antimônio,RS,16,0,10,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4
BARRA DO JACARE,410270,Antimônio,PR,20,0,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BARRA DO QUARAI,430187,Antimônio,RS,26,0,22,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
BARRA DO RIBEIRO,430190,Antimônio,RS,69,1,63,5,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,6,2,10
BARRA DO ROCHA,290310,Antimônio,BA,12,4,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BARRA DO TURVO,350540,Antimônio,SP,18,8,4,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BARRA LONGA,310570,Antimônio,MG,22,4,12,2,4,0,4,0.2222222222222222,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
BARRA VELHA,420210,Antimônio,SC,17,0,1,16,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,27,0,30
BARRACAO,430180,Antimônio,RS,40,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2
BARREIRAS,290320,Antimônio,BA,31,17,1,13,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,46,3,52
BARRO ALTO,520320,Antimônio,GO,31,8,8,10,5,0,5,0.21739130434782608,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,8
BARROS CASSAL,430200,Antimônio,RS,37,0,28,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,6
BARROSO,310590,Antimônio,MG,20,20,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,1,0,0,1,13,1,16
BARUERI,350570,Antimônio,SP,20,0,8,11,1,0,1,0.05,0,0,5,0,1,0,21,0,8,33,5,1,8,150,6,238
BASTOS,350580,Antimônio,SP,45,18,8,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,26
BATAGUASSU,500190,Antimônio,MS,42,1,21,12,8,0,8,0.1951219512195122,0,0,0,0,0,0,0,0,0,0,1,0,0,13,18,32
BATAYPORA,500200,Antimônio,MS,14,0,8,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,1,4
BELA VISTA DA CAROBA,410275,Antimônio,PR,20,0,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
BELA VISTA DE GOIAS,520330,Antimônio,GO,96,6,23,13,53,1,54,0.6,0.011111111111111112,0,0,0,4,0,0,0,0,0,1,0,0,14,0,19
BELA VISTA DO PARAISO,410280,Antimônio,PR,34,0,15,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,2,17
BELA VISTA DO TOLDO,420213,Antimônio,SC,43,0,13,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BELMONTE,290340,Antimônio,BA,6,6,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,1,0,0,0,3,0,4
BELO HORIZONTE,310620,Antimônio,MG,61,38,23,0,0,0,0,0,0,15,5,12,3,0,15,2,9,53,11,6,14,860,131,1136
BELO VALE,310640,Antimônio,MG,20,18,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
BENEDITO NOVO,420220,Antimônio,SC,66,0,6,52,8,0,8,0.12121212121212122,0,0,0,0,0,0,0,0,0,0,0,0,0,18,2,20
BENTO DE ABREU,350620,Antimônio,SP,19,6,10,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BENTO GONCALVES,430210,Antimônio,RS,43,4,34,5,0,0,0,0,0,0,0,1,2,0,4,0,1,0,0,2,4,398,8,420
BERILO,310650,Antimônio,MG,2,2,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BERIZAL,310665,Antimônio,MG,11,9,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BERTIOGA,350635,Antimônio,SP,112,6,36,68,2,0,2,0.018867924528301886,0,0,0,0,0,0,0,0,0,0,0,0,0,7,5,12
BETIM,310670,Antimônio,MG,24,13,9,2,0,0,0,0,0,0,3,6,0,0,3,0,0,2,2,3,5,496,50,570
BIGUACU,420230,Antimônio,SC,12,0,1,11,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,40,4,45
BIQUINHAS,310700,Antimônio,MG,12,1,6,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BIRITIBA-MIRIM,350660,Antimônio,SP,72,24,12,31,5,0,5,0.10416666666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,7,2,9
BIRITINGA,290360,Antimônio,BA,16,6,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BITURUNA,410290,Antimônio,PR,51,0,24,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,22
BOA ESPERANCA,410300,Antimônio,PR,32,0,20,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
BOA ESPERANCA DO IGUACU,410302,Antimônio,PR,20,0,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BOA NOVA,290370,Antimônio,BA,13,5,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BOA VISTA,140010,Antimônio,RR,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,3,0,1,0,81,7,94
BOA VISTA DA APARECIDA,410305,Antimônio,PR,34,0,16,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5
BOA VISTA DO BURICA,430220,Antimônio,RS,11,0,7,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,9
BOA VISTA DO TUPIM,290380,Antimônio,BA,40,17,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
BOCAINA,350680,Antimônio,SP,71,35,12,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5
BOCAINA DO SUL,420243,Antimônio,SC,26,2,2,18,4,0,4,0.16666666666666666,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BOCAIUVA DO SUL,410310,Antimônio,PR,20,2,10,1,6,1,7,0.3888888888888889,0.05555555555555555,1,0,0,1,0,0,0,0,0,0,0,0,11,0,13
BODOQUENA,500215,Antimônio,MS,20,0,16,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,6
BOFETE,350690,Antimônio,SP,76,43,12,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,4
BOITUVA,350700,Antimônio,SP,20,8,4,8,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,2,54,2,61
BOM JARDIM,330050,Antimônio,RJ,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,10,0,11
BOM JARDIM DA SERRA,420250,Antimônio,SC,30,3,1,21,5,0,5,0.18518518518518517,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
BOM JARDIM DE MINAS,310750,Antimônio,MG,2,2,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,3,1,4
BOM JESUS,420253,Antimônio,SC,18,3,5,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
BOM JESUS,430230,Antimônio,RS,46,0,41,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,8
BOM JESUS DE GOIAS,520350,Antimônio,GO,24,5,7,7,5,0,5,0.2631578947368421,0,0,0,0,0,0,1,0,0,0,0,0,0,7,0,8
BOM JESUS DO AMPARO,310770,Antimônio,MG,18,13,0,4,1,0,1,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2
BOM JESUS DO GALHO,310780,Antimônio,MG,4,0,0,2,2,0,2,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
BOM JESUS DO OESTE,420257,Antimônio,SC,22,2,9,10,1,0,1,0.05,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
BOM JESUS DO SUL,410315,Antimônio,PR,20,0,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BOM PROGRESSO,430237,Antimônio,RS,9,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BOM REPOUSO,310790,Antimônio,MG,18,14,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BOM RETIRO,420260,Antimônio,SC,38,2,2,24,10,0,10,0.2777777777777778,0,1,0,0,0,0,0,0,0,0,0,0,0,4,1,6
BOM RETIRO DO SUL,430240,Antimônio,RS,22,0,18,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1,8
BOM SUCESSO,410320,Antimônio,PR,16,0,10,5,1,0,1,0.0625,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
BOM SUCESSO DE ITARARE,350715,Antimônio,SP,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4
BOM SUCESSO DO SUL,410322,Antimônio,PR,25,0,15,0,10,0,10,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
BONFIM,310810,Antimônio,MG,17,12,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BONFINOPOLIS,520355,Antimônio,GO,4,1,1,2,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,1,1,5
BONFINOPOLIS DE MINAS,310820,Antimônio,MG,4,4,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
BONINAL,290400,Antimônio,BA,10,4,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
BONITO,290405,Antimônio,BA,7,5,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
BONITO,500220,Antimônio,MS,21,0,20,0,1,0,1,0.047619047619047616,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,6
BONITO DE MINAS,310825,Antimônio,MG,13,12,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
BONOPOLIS,520357,Antimônio,GO,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
BOQUEIRAO DO LEAO,430245,Antimônio,RS,31,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,7
BOQUIM,280067,Antimônio,SE,6,0,0,4,2,0,2,0.3333333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2
BORA,350720,Antimônio,SP,8,4,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BORACEIA,350730,Antimônio,SP,17,7,4,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3
BORDA DA MATA,310830,Antimônio,MG,6,2,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,3
BORRAZOPOLIS,410330,Antimônio,PR,30,0,16,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,2,7
BOSSOROCA,430250,Antimônio,RS,36,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
BOTELHOS,310840,Antimônio,MG,4,4,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,5,1,6
BOTUCATU,350750,Antimônio,SP,158,92,18,46,2,0,2,0.030303030303030304,0,0,2,0,0,0,1,0,1,1,2,0,4,72,9,92
BOTUVERA,420270,Antimônio,SC,9,0,1,7,1,0,1,0.1111111111111111,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5
BRACO DO NORTE,420280,Antimônio,SC,16,0,2,14,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,39,2,45
BRAGA,430260,Antimônio,RS,40,0,36,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
BRAGANCA PAULISTA,350760,Antimônio,SP,48,16,8,24,0,0,0,0,0,0,1,2,0,0,2,0,1,4,7,2,4,182,16,221
BRAGANEY,410335,Antimônio,PR,35,0,20,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3
BRASILANDIA,500230,Antimônio,MS,28,0,14,7,7,0,7,0.25,0,0,0,0,0,0,1,0,0,0,0,0,0,6,1,8
BRASILANDIA DO SUL,410337,Antimônio,PR,20,0,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2
BRASILIA DE MINAS,310860,Antimônio,MG,13,9,0,0,2,2,4,1,0.5,0,0,0,0,0,0,0,0,0,0,0,0,5,1,6
BRAZABRANTES,520360,Antimônio,GO,39,7,13,7,11,1,12,375,0.03125,0,0,0,0,0,1,0,0,0,0,0,0,1,1,3
BRAZLANDIA,530010,Antimônio,DF,45,0,9,35,1,0,1,0.022222222222222223,0,9,3,3,0,0,2,0,4,20,3,4,11,263,144,466
BRAZOPOLIS,310890,Antimônio,MG,17,7,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,6
BREJO ALEGRE,350775,Antimônio,SP,13,5,6,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
BREJOES,290430,Antimônio,BA,9,5,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
BRITANIA,520380,Antimônio,GO,14,2,2,8,2,0,2,0.16666666666666666,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
BROTAS DE MACAUBAS,290450,Antimônio,BA,6,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BRUMADINHO,310900,Antimônio,MG,39,36,0,3,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,4,1,8
BRUMADO,290460,Antimônio,BA,12,12,0,0,0,0,0,NA,NA,1,0,0,0,0,1,0,0,1,0,0,0,30,2,35
BUENO BRANDAO,310910,Antimônio,MG,20,16,0,4,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,3
BUENOPOLIS,310920,Antimônio,MG,11,7,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2
BURI,350800,Antimônio,SP,12,7,0,2,1,2,3,0.6,0.4,0,0,0,0,0,0,0,0,0,1,0,1,4,1,7
BURITI ALEGRE,520390,Antimônio,GO,28,8,8,8,4,0,4,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5
BURITI DO TOCANTINS,170380,Antimônio,TO,20,0,8,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2
BURITINOPOLIS,520396,Antimônio,GO,6,0,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BURITIS,310930,Antimônio,MG,11,9,0,0,2,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,10,1,11
BURITIZAL,350820,Antimônio,SP,22,2,7,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,7
BUTIA,430270,Antimônio,RS,9,0,5,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,17,0,20
CAARAPO,500240,Antimônio,MS,58,3,38,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,4,17
CAATIBA,290480,Antimônio,BA,8,5,0,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
CABACEIRAS DO PARAGUACU,290485,Antimônio,BA,31,15,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
CABECEIRAS,520400,Antimônio,GO,4,1,0,0,3,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,3
CABO FRIO,330070,Antimônio,RJ,4,0,0,0,4,0,4,1,0,0,0,0,0,0,1,0,0,0,0,0,0,53,8,62
CABO VERDE,310950,Antimônio,MG,27,27,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CABREUVA,350840,Antimônio,SP,49,18,12,16,3,0,3,0.0967741935483871,0,0,0,0,0,0,1,0,0,0,0,1,1,30,3,36
CACADOR,420300,Antimônio,SC,27,2,0,17,8,0,8,0.32,0,0,0,0,0,0,0,0,0,0,0,0,0,55,5,60
CACAPAVA,350850,Antimônio,SP,197,51,102,44,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,70,4,76
CACAPAVA DO SUL,430280,Antimônio,RS,32,3,21,8,0,0,0,0,0,1,0,0,4,0,0,0,0,0,0,0,0,30,1,36
CACEQUI,430290,Antimônio,RS,29,0,28,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3
CACHOEIRA,290490,Antimônio,BA,37,20,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
CACHOEIRA ALTA,520410,Antimônio,GO,24,7,6,5,6,0,6,0.35294117647058826,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,6
CACHOEIRA DE MINAS,310970,Antimônio,MG,12,6,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5
CACHOEIRA DE PAJEU,310270,Antimônio,MG,2,2,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
CACHOEIRA DO SUL,430300,Antimônio,RS,28,9,15,2,1,1,2,0.10526315789473684,0.05263157894736842,0,0,0,0,0,0,0,1,1,0,0,5,88,4,99
CACHOEIRA DOURADA,520425,Antimônio,GO,29,3,5,17,4,0,4,0.15384615384615385,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
CACHOEIRA PAULISTA,350860,Antimônio,SP,17,0,13,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,9,0,10
CACHOEIRINHA,430310,Antimônio,RS,21,0,17,4,0,0,0,0,0,1,1,7,0,0,4,0,2,3,0,10,9,108,12,157
CACIQUE DOBLE,430320,Antimônio,RS,7,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CACU,520430,Antimônio,GO,16,3,3,7,3,0,3,0.23076923076923078,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5
CACULE,290500,Antimônio,BA,5,5,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4
CAEM,290510,Antimônio,BA,1,1,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
CAETANOPOLIS,310990,Antimônio,MG,15,3,6,5,1,0,1,0.08333333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,4
CAETANOS,290515,Antimônio,BA,8,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CAETITE,290520,Antimônio,BA,10,10,0,0,0,0,0,NA,NA,1,0,0,0,0,0,0,0,0,0,0,0,14,0,15
CAFEARA,410340,Antimônio,PR,20,0,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3
CAFELANDIA,410345,Antimônio,PR,42,2,20,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,7
CAFEZAL DO SUL,410347,Antimônio,PR,59,0,30,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2
CAIABU,350890,Antimônio,SP,41,10,8,21,2,0,2,0.06451612903225806,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,8
CAIANA,311010,Antimônio,MG,20,0,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
CAIAPONIA,520440,Antimônio,GO,40,8,13,7,12,0,12,375,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,12
CAIBATE,430330,Antimônio,RS,22,1,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,5
CAIBI,420310,Antimônio,SC,20,0,2,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,8
CAIRU,290540,Antimônio,BA,22,9,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,2
CAJAMAR,350920,Antimônio,SP,65,18,19,17,11,0,11,0.23404255319148937,0,0,1,1,0,0,2,0,0,0,0,3,0,58,5,70
CAJATI,350925,Antimônio,SP,73,27,10,36,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,18,2,23
CAJURU,350940,Antimônio,SP,29,6,7,15,1,0,1,0.043478260869565216,0,0,0,0,0,0,0,0,0,0,0,0,0,11,1,12
CALDAS,311030,Antimônio,MG,18,9,0,9,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,1,6,0,18
CALDAZINHA,520455,Antimônio,GO,28,2,11,4,11,0,11,0.4230769230769231,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
CALIFORNIA,410350,Antimônio,PR,30,2,16,10,2,0,2,0.07142857142857142,0,0,0,0,0,0,0,0,0,0,0,2,0,7,3,12
CALMON,420315,Antimônio,SC,18,0,5,11,2,0,2,0.1111111111111111,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
CAMACAN,290560,Antimônio,BA,29,12,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,5,0,6
CAMACARI,290570,Antimônio,BA,93,81,0,12,0,0,0,0,0,1,8,2,0,0,3,0,2,2,0,5,0,144,12,179
CAMACHO,311040,Antimônio,MG,11,10,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CAMAMU,290580,Antimônio,BA,23,10,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,5
CAMANDUCAIA,311050,Antimônio,MG,38,24,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,1,7
CAMAPUA,500260,Antimônio,MS,44,0,29,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,16
CAMAQUA,430350,Antimônio,RS,14,0,11,3,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,39,1,43
CAMBARA,410360,Antimônio,PR,34,0,16,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,4,20
