municipio,codigo_ibge,parâmetro,uf,Total de testes substâncias em geral para cada linha - incluindo MENOR_LQ,Total de inconsistentes,Total de Consistentes não detectados,Total de parâmetros com MENOR_LQ,Total de Consistentes detectados Abaixo do VMP,Total de Consistentes detectados Acima do VMP,Total_Detectados,prop1,prop2,cnae_729404,cnae_729405,cnae_1510600,cnae_1610205,cnae_2019399,cnae_2071100,cnae_2093200,cnae_2412100,cnae_2423702,cnae_2449199,cnae_2539002
CORBELIA,410630,Cromo,PR,57,0,24,31,2,0,2,0.03508771929824561,0,0,0,0,0,0,1,0,0,0,0,0
CORDEIRO,330150,Cromo,RJ,2,0,0,1,1,0,1,0.5,0,0,0,0,0,0,0,0,0,0,1,0
CORDISBURGO,311890,Cromo,MG,7,0,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CORINTO,311910,Cromo,MG,30,11,0,19,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
CORNELIO PROCOPIO,410640,Cromo,PR,63,2,44,15,2,0,2,0.03278688524590164,0,0,0,0,0,0,2,1,0,0,0,1
COROADOS,351250,Cromo,SP,21,6,8,7,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,3
CORONEL BICACO,430590,Cromo,RS,40,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
CORONEL DOMINGOS SOARES,410645,Cromo,PR,12,0,10,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
CORONEL FREITAS,420440,Cromo,SC,23,4,3,14,2,0,2,0.10526315789473684,0,0,0,0,0,0,1,0,0,0,0,0
CORONEL MACEDO,351260,Cromo,SP,12,12,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0
CORONEL MARTINS,420445,Cromo,SC,21,2,2,16,1,0,1,0.05263157894736842,0,0,0,0,0,0,0,0,0,0,0,0
CORONEL SAPUCAIA,500315,Cromo,MS,14,10,0,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
CORONEL VIVIDA,410650,Cromo,PR,20,0,16,2,2,0,2,0.1,0,0,0,6,0,0,0,0,0,0,0,0
CORONEL XAVIER CHAVES,311970,Cromo,MG,6,4,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
CORREGO DANTA,311980,Cromo,MG,3,2,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
CORREGO DO OURO,520570,Cromo,GO,5,1,0,1,2,1,3,0.75,0.25,0,0,0,0,0,0,0,0,0,0,0
CORREIA PINTO,420455,Cromo,SC,32,3,1,24,4,0,4,0.13793103448275862,0,0,0,1,0,0,0,0,0,0,0,0
CORRENTES,260470,Cromo,PE,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CORUMBA,500320,Cromo,MS,7,2,1,4,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0
CORUMBAIBA,520590,Cromo,GO,50,9,26,11,4,0,4,0.0975609756097561,0,0,0,0,0,0,1,0,0,0,0,0
CORUMBATAI DO SUL,410655,Cromo,PR,14,0,10,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
COTEGIPE,290940,Cromo,BA,6,6,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0
COTIA,351300,Cromo,SP,38,3,24,8,3,0,3,0.08571428571428572,0,0,0,0,0,0,14,15,0,1,1,9
COTIPORA,430595,Cromo,RS,38,0,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
COUTO MAGALHAES,170600,Cromo,TO,12,0,0,7,5,0,5,0.4166666666666667,0,0,0,0,0,0,0,0,0,0,0,0
COXIM,500330,Cromo,MS,54,12,11,31,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0
CRATEUS,230410,Cromo,CE,3,1,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
CRAVOLANDIA,290950,Cromo,BA,15,4,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CRICIUMA,420460,Cromo,SC,20,0,2,17,1,0,1,0.05,0,1,0,4,0,2,19,8,0,0,6,15
CRISOPOLIS,290960,Cromo,BA,6,6,0,0,0,0,0,NA,NA,0,0,0,0,0,1,0,0,0,0,0
CRISSIUMAL,430600,Cromo,RS,33,1,31,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
CRISTAIS,312020,Cromo,MG,17,10,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CRISTAL,430605,Cromo,RS,25,0,23,1,1,0,1,0.04,0,0,0,0,0,0,0,0,0,0,0,0
CRISTALANDIA,170610,Cromo,TO,4,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CRISTALIA,312030,Cromo,MG,5,5,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0
CRISTALINA,520620,Cromo,GO,18,5,5,8,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,1
CRISTIANO OTONI,312040,Cromo,MG,6,2,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CRISTIANOPOLIS,520630,Cromo,GO,2,0,1,0,1,0,1,0.5,0,0,0,0,0,0,0,0,0,0,0,0
CRISTOPOLIS,290970,Cromo,BA,5,5,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0
CRIXAS,520640,Cromo,GO,8,2,5,0,1,0,1,0.16666666666666666,0,0,0,0,0,0,0,0,0,0,0,0
CRIXAS DO TOCANTINS,170625,Cromo,TO,11,0,0,10,1,0,1,0.09090909090909091,0,0,0,0,0,0,0,0,0,0,0,0
CROMINIA,520650,Cromo,GO,20,1,9,7,3,0,3,0.15789473684210525,0,0,0,0,0,0,1,0,0,0,0,0
CRUCILANDIA,312060,Cromo,MG,17,5,2,4,6,0,6,0.5,0,0,0,0,0,0,0,0,0,0,0,0
CRUZ ALTA,430610,Cromo,RS,45,0,28,11,6,0,6,0.13333333333333333,0,0,0,2,0,0,0,0,0,0,0,1
CRUZ MACHADO,410680,Cromo,PR,57,0,30,27,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
CRUZALIA,351330,Cromo,SP,18,6,0,8,4,0,4,0.3333333333333333,0,0,0,0,0,0,0,0,0,0,0,0
CRUZEIRO DA FORTALEZA,312070,Cromo,MG,11,0,2,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CRUZEIRO DO IGUACU,410657,Cromo,PR,72,0,32,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CRUZEIRO DO OESTE,410660,Cromo,PR,38,0,16,22,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0
CRUZEIRO DO SUL,410670,Cromo,PR,20,0,9,10,1,0,1,0.05,0,0,0,0,0,0,0,0,0,0,0,0
CRUZEIRO DO SUL,430620,Cromo,RS,8,0,6,0,2,0,2,0.25,0,0,0,1,0,0,2,0,0,0,0,0
CRUZILIA,312080,Cromo,MG,27,1,4,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CRUZMALTINA,410685,Cromo,PR,55,1,37,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CUBATAO,351350,Cromo,SP,50,2,15,25,8,0,8,0.16666666666666666,0,0,0,0,0,1,0,0,1,0,0,2
CUMARI,520660,Cromo,GO,10,1,7,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CUNHA PORA,420470,Cromo,SC,20,0,2,12,6,0,6,0.3,0,0,0,0,0,0,0,0,0,0,0,0
CUNHATAI,420475,Cromo,SC,36,2,2,29,3,0,3,0.08823529411764706,0,0,0,0,0,0,0,0,0,0,0,0
CURIONOPOLIS,150277,Cromo,PA,76,10,30,33,3,0,3,0.045454545454545456,0,5,2,0,0,0,0,0,0,0,1,0
CURITIBA,410690,Cromo,PR,104,1,62,34,7,0,7,0.06796116504854369,0,3,2,12,1,4,55,22,8,8,16,111
CURITIBANOS,420480,Cromo,SC,36,7,1,20,8,0,8,0.27586206896551724,0,0,0,0,1,0,0,0,0,0,0,0
CURIUVA,410700,Cromo,PR,53,0,25,27,1,0,1,0.018867924528301886,0,0,0,0,0,0,0,0,0,0,0,0
CURRAL DE DENTRO,312087,Cromo,MG,34,20,0,3,11,0,11,0.7857142857142857,0,0,0,0,0,0,0,0,0,0,0,0
CURVELO,312090,Cromo,MG,83,17,16,48,1,1,2,0.030303030303030304,0.015151515151515152,0,0,2,0,0,0,0,1,0,0,2
DAMIANOPOLIS,520670,Cromo,GO,5,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DAMOLANDIA,520680,Cromo,GO,4,0,0,0,4,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0
DARIO MEIRA,291000,Cromo,BA,14,3,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DAVID CANABARRO,430630,Cromo,RS,34,2,31,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DELFINOPOLIS,312120,Cromo,MG,15,15,0,0,0,0,0,NA,NA,0,0,0,0,0,1,0,0,0,0,0
DELMIRO GOUVEIA,270240,Cromo,AL,2,2,0,0,0,0,0,NA,NA,0,0,4,0,0,0,0,0,0,0,0
DEODAPOLIS,500345,Cromo,MS,79,46,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DERRUBADAS,430632,Cromo,RS,29,0,20,3,6,0,6,0.20689655172413793,0,0,0,0,0,0,0,0,0,0,0,0
DESCANSO,420490,Cromo,SC,35,0,3,24,8,0,8,0.22857142857142856,0,0,0,0,0,0,1,0,0,0,0,0
DESTERRO DO MELO,312150,Cromo,MG,15,10,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DIAMANTE D'OESTE,410715,Cromo,PR,38,1,8,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DIAMANTE DO NORTE,410710,Cromo,PR,15,0,10,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DIAMANTE DO SUL,410712,Cromo,PR,18,0,10,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DIAMANTINA,312160,Cromo,MG,4,4,0,0,0,0,0,NA,NA,1,0,0,0,0,0,0,0,0,0,1
DIANOPOLIS,170700,Cromo,TO,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
DIAS D'AVILA,291005,Cromo,BA,79,73,0,6,0,0,0,0,0,0,0,1,0,0,1,4,0,0,3,10
DILERMANDO DE AGUIAR,430637,Cromo,RS,19,1,8,2,8,0,8,0.4444444444444444,0,0,0,0,0,0,0,0,0,0,0,0
DIONISIO CERQUEIRA,420500,Cromo,SC,29,2,1,23,3,0,3,0.1111111111111111,0,0,0,0,0,0,0,0,0,0,0,0
DIORAMA,520710,Cromo,GO,12,5,2,1,4,0,4,0.5714285714285714,0,0,0,0,0,0,0,0,0,0,0,0
DIRCE REIS,351385,Cromo,SP,24,6,1,0,15,2,17,0.9444444444444444,0.1111111111111111,0,0,0,0,0,0,0,0,0,0,0
DIVINESIA,312190,Cromo,MG,2,2,0,0,0,0,0,NA,NA,0,0,0,0,0,1,0,0,0,0,0
DIVINO,312200,Cromo,MG,18,2,10,0,6,0,6,0.375,0,0,0,0,0,0,0,0,0,0,0,0
DIVINO DAS LARANJEIRAS,312210,Cromo,MG,17,17,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0
DIVINO DE SAO LOURENCO,320180,Cromo,ES,3,0,0,2,1,0,1,0.3333333333333333,0,0,0,0,0,0,0,0,0,0,0,0
DIVINOLANDIA,351390,Cromo,SP,66,16,24,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DIVINOPOLIS,312230,Cromo,MG,38,8,0,0,30,0,30,1,0,1,0,7,0,0,6,0,1,7,3,17
DIVINOPOLIS DE GOIAS,520830,Cromo,GO,8,6,0,1,1,0,1,0.5,0,0,0,0,0,0,0,0,0,0,0,0
DIVINOPOLIS DO TOCANTINS,170710,Cromo,TO,3,0,0,0,3,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0
DIVISA ALEGRE,312235,Cromo,MG,8,5,0,0,3,0,3,1,0,0,0,0,0,1,0,0,0,0,0,0
DIVISA NOVA,312240,Cromo,MG,2,2,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0
DIVISOPOLIS,312245,Cromo,MG,7,4,0,0,3,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0
DOIS IRMAOS,430640,Cromo,RS,147,39,82,18,8,0,8,0.07407407407407407,0,0,0,5,0,1,2,0,0,0,0,3
DOIS IRMAOS DO BURITI,500348,Cromo,MS,10,10,0,0,0,0,0,NA,NA,0,0,2,0,0,0,0,0,0,0,0
DOIS IRMAOS DO TOCANTINS,170720,Cromo,TO,11,0,0,8,3,0,3,0.2727272727272727,0,0,0,0,0,0,0,0,0,0,0,0
DOIS VIZINHOS,410720,Cromo,PR,35,0,15,20,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0
DOLCINOPOLIS,351420,Cromo,SP,22,9,0,2,9,2,11,0.8461538461538461,0.15384615384615385,0,0,0,0,0,0,0,0,0,0,0
DOM FELICIANO,430650,Cromo,RS,29,1,25,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DOM PEDRITO,430660,Cromo,RS,34,5,19,7,3,0,3,0.10344827586206896,0,0,0,3,0,0,0,0,0,0,0,1
DOM SILVERIO,312270,Cromo,MG,18,3,11,2,2,0,2,0.13333333333333333,0,0,0,0,0,0,0,0,0,0,0,0
DOMINGOS MARTINS,320190,Cromo,ES,36,0,4,19,13,0,13,0.3611111111111111,0,0,0,0,0,0,0,0,0,0,0,0
DONA EMMA,420510,Cromo,SC,20,0,0,16,4,0,4,0.2,0,0,0,0,1,0,0,0,0,0,0,0
DONA EUSEBIA,312290,Cromo,MG,3,3,0,0,0,0,0,NA,NA,0,0,0,0,0,0,1,0,0,0,0
DONA FRANCISCA,430670,Cromo,RS,26,0,22,3,0,1,1,0.038461538461538464,0.038461538461538464,0,0,0,0,0,0,0,0,0,0,0
DORES DO INDAIA,312320,Cromo,MG,17,0,1,0,16,0,16,0.9411764705882353,0,0,0,1,0,0,0,0,0,0,0,0
DORES DO RIO PRETO,320200,Cromo,ES,15,0,0,14,1,0,1,0.06666666666666667,0,0,0,0,1,0,0,0,0,0,0,0
DOURADINA,410725,Cromo,PR,60,0,29,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DOURADINA,500350,Cromo,MS,27,5,10,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DOURADO,351430,Cromo,SP,42,13,8,20,1,0,1,0.034482758620689655,0,0,0,1,1,0,0,0,0,0,0,0
DOURADOS,500370,Cromo,MS,146,31,30,81,4,0,4,0.034782608695652174,0,0,0,5,1,0,4,0,0,0,0,1
DOUTOR CAMARGO,410730,Cromo,PR,16,0,9,6,1,0,1,0.0625,0,0,0,0,0,0,0,0,0,0,0,0
DOUTOR MAURICIO CARDOSO,430673,Cromo,RS,17,1,9,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DOUTOR PEDRINHO,420515,Cromo,SC,41,0,7,28,6,0,6,0.14634146341463414,0,0,0,0,0,0,0,0,0,0,0,0
DOVERLANDIA,520725,Cromo,GO,30,10,8,8,4,0,4,0.2,0,0,0,1,0,0,0,0,0,0,0,0
DUAS BARRAS,330160,Cromo,RJ,25,0,0,14,11,0,11,0.44,0,0,0,0,0,0,0,0,0,0,0,0
DUQUE DE CAXIAS,330170,Cromo,RJ,2,0,0,1,1,0,1,0.5,0,0,0,9,1,7,119,18,5,0,15,20
DURANDE,312352,Cromo,MG,8,0,6,1,1,0,1,0.125,0,0,0,0,0,0,0,0,0,0,0,0
ECHAPORA,351470,Cromo,SP,16,6,0,4,6,0,6,0.6,0,0,0,0,0,0,0,0,0,0,0,0
ECOPORANGA,320210,Cromo,ES,62,7,0,54,1,0,1,0.01818181818181818,0,0,0,1,0,0,0,0,0,0,1,0
EDEALINA,520735,Cromo,GO,18,4,8,5,1,0,1,0.07142857142857142,0,0,0,0,0,0,0,0,0,0,0,0
EDEIA,520740,Cromo,GO,16,2,7,6,1,0,1,0.07142857142857142,0,0,0,0,0,0,0,0,0,0,0,0
ELDORADO,351480,Cromo,SP,108,30,13,50,15,0,15,0.19230769230769232,0,0,0,0,0,0,0,0,0,0,0,0
ELDORADO,500375,Cromo,MS,25,18,0,7,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0
ELDORADO DOS CARAJAS,150295,Cromo,PA,16,1,11,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
ELIAS FAUSTO,351490,Cromo,SP,55,24,16,15,0,0,0,0,0,0,0,0,0,0,2,1,0,0,1,2
ELISIO MEDRADO,291030,Cromo,BA,13,6,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EMBU-GUACU,351510,Cromo,SP,46,20,10,15,1,0,1,0.038461538461538464,0,0,0,0,0,1,0,0,0,0,1,1
EMILIANOPOLIS,351512,Cromo,SP,21,7,0,2,12,0,12,0.8571428571428571,0,0,0,0,0,0,0,0,0,0,0,0
ENCANTADO,430680,Cromo,RS,61,3,43,15,0,0,0,0,0,0,0,5,0,0,2,1,0,0,0,1
ENCRUZILHADA,291040,Cromo,BA,11,4,0,7,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
ENCRUZILHADA DO SUL,430690,Cromo,RS,24,2,20,2,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0
ENEAS MARQUES,410740,Cromo,PR,20,0,9,11,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1
ENGENHEIRO BELTRAO,410750,Cromo,PR,72,0,35,37,0,0,0,0,0,0,0,0,0,0,3,1,0,0,1,0
ENGENHEIRO NAVARRO,312380,Cromo,MG,4,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENTRE RIOS,291050,Cromo,BA,20,18,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENTRE RIOS,420517,Cromo,SC,14,0,0,11,3,0,3,0.21428571428571427,0,0,0,0,0,0,0,0,0,0,0,0
ENTRE RIOS DE MINAS,312390,Cromo,MG,48,46,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENTRE RIOS DO SUL,430695,Cromo,RS,33,2,28,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
ENTRE-IJUIS,430693,Cromo,RS,15,1,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EREBANGO,430697,Cromo,RS,39,2,26,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ERECHIM,430700,Cromo,RS,102,4,94,4,0,0,0,0,0,0,0,10,0,0,0,0,0,0,1,8
ERVAL GRANDE,430720,Cromo,RS,32,1,31,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
ERVAL SECO,430730,Cromo,RS,14,2,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ERVAL VELHO,420520,Cromo,SC,20,2,3,11,4,0,4,0.2222222222222222,0,0,0,0,0,0,0,0,0,0,0,0
ERVALIA,312400,Cromo,MG,4,4,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0
ESMERALDA,430740,Cromo,RS,32,1,23,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ESPERA FELIZ,312420,Cromo,MG,6,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ESPERANCA NOVA,410752,Cromo,PR,21,1,10,8,2,0,2,0.1,0,0,0,0,0,0,0,0,0,0,0,0
ESPERANTINA,170740,Cromo,TO,2,0,0,1,1,0,1,0.5,0,0,0,0,0,0,0,0,0,0,0,0
ESPINOSA,312430,Cromo,MG,23,11,2,2,8,0,8,0.6666666666666666,0,0,0,0,0,0,0,0,0,0,0,0
ESPIRITO SANTO DO PINHAL,351518,Cromo,SP,26,8,8,10,0,0,0,0,0,0,0,3,0,1,0,0,0,0,1,1
ESPLANADA,291060,Cromo,BA,12,12,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,2,0,0,0
ESPUMOSO,430750,Cromo,RS,119,8,110,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
ESTACAO,430755,Cromo,RS,71,2,59,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
ESTANCIA VELHA,430760,Cromo,RS,13,1,12,0,0,0,0,0,0,0,1,134,0,1,5,3,0,0,3,9
ESTEIO,430770,Cromo,RS,28,7,17,1,3,0,3,0.14285714285714285,0,0,0,1,0,0,1,2,1,0,0,5
ESTIVA,312450,Cromo,MG,12,3,2,7,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
ESTRELA,430780,Cromo,RS,149,20,104,8,17,0,17,0.13178294573643412,0,0,0,1,0,0,5,1,0,0,0,1
ESTRELA D'OESTE,351520,Cromo,SP,41,10,0,11,20,0,20,0.6451612903225806,0,0,0,0,0,0,0,0,0,0,0,0
ESTRELA DO NORTE,351530,Cromo,SP,25,8,0,6,11,0,11,0.6470588235294118,0,0,0,0,0,0,0,0,0,0,0,0
ESTRELA DO NORTE,520750,Cromo,GO,6,2,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ESTRELA DO SUL,312480,Cromo,MG,1,1,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0
EUCLIDES DA CUNHA,291070,Cromo,BA,14,14,0,0,0,0,0,NA,NA,0,0,1,0,0,3,0,0,0,0,1
EUCLIDES DA CUNHA PAULISTA,351535,Cromo,SP,48,19,14,14,1,0,1,0.034482758620689655,0,0,0,0,0,0,0,0,0,0,0,0
EUNAPOLIS,291072,Cromo,BA,5,5,0,0,0,0,0,NA,NA,0,0,4,1,0,0,0,0,0,0,2
EXTREMA,312510,Cromo,MG,15,8,0,7,0,0,0,0,0,0,0,0,0,2,5,0,1,0,1,2
FAGUNDES VARELA,430786,Cromo,RS,36,1,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
FARIA LEMOS,312530,Cromo,MG,5,0,2,0,3,0,3,0.6,0,0,0,0,0,0,0,0,0,0,0,0
FAROL,410755,Cromo,PR,16,0,9,4,3,0,3,0.1875,0,0,0,0,0,0,0,0,0,0,0,0
FARROUPILHA,430790,Cromo,RS,93,8,83,2,0,0,0,0,0,0,0,8,0,0,1,1,0,0,1,4
FARTURA,351540,Cromo,SP,5,2,0,2,1,0,1,0.3333333333333333,0,0,0,0,0,0,0,0,0,0,0,1
FATIMA,170755,Cromo,TO,15,0,0,6,9,0,9,0.6,0,0,0,0,0,0,0,0,0,0,0,0
FATIMA,291075,Cromo,BA,3,3,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0
FATIMA DO SUL,500380,Cromo,MS,31,10,3,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FAXINAL,410760,Cromo,PR,21,4,10,5,1,1,2,0.11764705882352941,0.058823529411764705,0,0,0,0,0,1,0,0,0,0,0
FAXINAL DO SOTURNO,430800,Cromo,RS,38,2,33,2,1,0,1,0.027777777777777776,0,0,0,0,0,0,0,0,0,0,0,0
FAXINAL DOS GUEDES,420530,Cromo,SC,28,0,1,23,4,0,4,0.14285714285714285,0,0,0,0,0,0,1,0,0,0,0,0
FAXINALZINHO,430805,Cromo,RS,31,1,25,3,2,0,2,0.06666666666666667,0,0,0,0,0,0,0,0,0,0,0,0
FAZENDA NOVA,520760,Cromo,GO,10,4,2,0,4,0,4,0.6666666666666666,0,0,1,0,0,0,0,0,0,0,0,0
FAZENDA RIO GRANDE,410765,Cromo,PR,35,0,15,20,0,0,0,0,0,0,0,3,0,0,5,1,1,0,0,5
FEIRA DE SANTANA,291080,Cromo,BA,10,5,0,5,0,0,0,0,0,1,2,6,0,2,24,5,2,0,3,5
FELISBURGO,312560,Cromo,MG,1,1,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0
FELIXLANDIA,312570,Cromo,MG,41,19,4,17,1,0,1,0.045454545454545456,0,0,0,0,0,0,0,0,0,0,0,0
FELIZ,430810,Cromo,RS,385,42,176,70,97,0,97,0.282798833819242,0,0,0,0,0,0,0,0,0,0,0,3
FENIX,410770,Cromo,PR,17,3,10,3,1,0,1,0.07142857142857142,0,0,0,0,0,0,0,0,0,0,0,0
FERCAL,530010,Cromo,DF,20,0,13,7,0,0,0,0,0,9,2,5,0,3,50,2,1,0,4,26
FERNANDES PINHEIRO,410773,Cromo,PR,40,0,20,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FERNANDES TOURINHO,312580,Cromo,MG,2,0,0,0,2,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0
FERNANDO PRESTES,351560,Cromo,SP,37,0,0,11,26,0,26,0.7027027027027027,0,0,0,0,0,0,0,0,0,0,0,0
FERNANDOPOLIS,351550,Cromo,SP,43,10,1,14,17,1,18,0.5454545454545454,0.030303030303030304,0,0,8,0,0,3,1,0,0,0,1
FERNAO,351565,Cromo,SP,19,3,0,5,11,0,11,0.6875,0,0,0,0,0,0,0,0,0,0,0,0
FIGUEIRA,410775,Cromo,PR,36,0,15,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
FIGUEIRAO,500390,Cromo,MS,12,2,1,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FIGUEIROPOLIS,170765,Cromo,TO,29,1,6,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FILADELFIA,170770,Cromo,TO,22,0,7,10,5,0,5,0.22727272727272727,0,0,0,0,0,0,0,0,0,0,0,0
FIRMINO ALVES,291090,Cromo,BA,11,3,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FIRMINOPOLIS,520780,Cromo,GO,30,9,16,4,1,0,1,0.047619047619047616,0,0,0,0,0,0,0,0,0,0,0,0
FLOR DA SERRA DO SUL,410785,Cromo,PR,42,7,12,17,6,0,6,0.17142857142857143,0,0,0,0,0,0,0,0,0,0,0,0
FLORA RICA,351580,Cromo,SP,17,8,0,0,9,0,9,1,0,0,0,0,0,0,0,0,0,0,0,0
FLORAI,410780,Cromo,PR,40,1,20,0,19,0,19,0.48717948717948717,0,0,0,0,0,0,0,0,0,0,0,0
FLOREAL,351590,Cromo,SP,23,6,0,0,16,1,17,1,0.058823529411764705,0,0,0,0,0,0,0,0,0,0,0
FLORES DA CUNHA,430820,Cromo,RS,370,1,368,1,0,0,0,0,0,0,0,3,0,1,2,2,0,0,1,9
FLORESTA,410790,Cromo,PR,21,0,12,9,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
FLORESTA AZUL,291100,Cromo,BA,15,8,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FLORESTAL,312600,Cromo,MG,17,8,0,0,9,0,9,1,0,0,0,0,0,0,0,0,0,0,0,0
FLORESTOPOLIS,410800,Cromo,PR,20,0,9,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
FLORIANOPOLIS,420540,Cromo,SC,102,1,13,78,10,0,10,0.09900990099009901,0,1,0,0,0,1,3,3,0,0,0,6
FLORIDA PAULISTA,351600,Cromo,SP,59,22,0,6,28,3,31,0.8378378378378378,0.08108108108108109,0,0,0,0,0,0,0,0,0,0,0
FLORINIA,351610,Cromo,SP,14,4,3,3,4,0,4,0.4,0,0,0,0,0,0,0,0,0,0,0,0
FONTOURA XAVIER,430830,Cromo,RS,41,0,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
