municipio,codigo_ibge,parâmetro,uf,Total de testes substâncias em geral para cada linha - incluindo MENOR_LQ,Total de inconsistentes,Total de Consistentes não detectados,Total de parâmetros com MENOR_LQ,Total de Consistentes detectados Abaixo do VMP,Total de Consistentes detectados Acima do VMP,Total_Detectados,prop1,prop2,cnae_729403,cnae_1043100,cnae_2019399,cnae_2093200,cnae_2094100,cnae_2423702,cnae_2449199,cnae_2452100,cnae_2539001,cnae_2539002,cnae_2721000,cnae_2722801,cnae_2722802,cnae_3211603,cnae_3250706,cnae_3313902
NAO-ME-TOQUE,431265,Níquel,RS,37,0,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,1,0,0,0,0,1,0
NARANDIBA,353220,Níquel,SP,18,4,2,3,9,0,9,0.6428571428571429,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
NATIVIDADE,171420,Níquel,TO,6,0,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,1,0
NATIVIDADE,330310,Níquel,RJ,2,0,0,1,1,0,1,0.5,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0
NAVIRAI,500570,Níquel,MS,44,3,15,25,1,0,1,0.024390243902439025,0,0,0,0,0,0,0,0,0,45,0,0,0,0,0,3,0
NAZARE,171430,Níquel,TO,23,3,5,15,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
NAZARE,292250,Níquel,BA,14,6,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0
NAZARE PAULISTA,353240,Níquel,SP,39,23,5,5,6,0,6,0.375,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0
NAZARENO,314450,Níquel,MG,26,18,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0
NAZARIO,521440,Níquel,GO,10,2,5,1,2,0,2,0.25,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,1,0
NEOPOLIS,280440,Níquel,SE,19,0,0,17,2,0,2,0.10526315789473684,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,1,0
NEROPOLIS,521450,Níquel,GO,66,3,2,6,55,0,55,0.873015873015873,0,0,0,1,0,0,0,0,0,21,0,0,0,0,0,6,1
NHANDEARA,353260,Níquel,SP,46,8,23,12,3,0,3,0.07894736842105263,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0
NILO PECANHA,292260,Níquel,BA,12,4,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
NIOAQUE,500580,Níquel,MS,20,0,13,7,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,1,0
NIPOA,353270,Níquel,SP,26,2,14,10,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
NIQUELANDIA,521460,Níquel,GO,1,1,0,0,0,0,0,NA,NA,3,0,0,0,0,0,0,1,14,0,0,0,0,0,2,0
NONOAI,431270,Níquel,RS,113,1,111,0,0,1,1,0.008928571428571428,0.008928571428571428,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0
NOSSA SENHORA DO SOCORRO,280480,Níquel,SE,3,1,1,1,0,0,0,0,0,0,0,2,6,0,0,0,1,42,0,0,0,0,0,4,0
NOVA ALIANCA DO IVAI,411650,Níquel,PR,16,0,10,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NOVA ALVORADA DO SUL,500600,Níquel,MS,25,0,17,7,1,0,1,0.04,0,0,0,0,0,0,0,0,0,19,3,0,0,0,0,0,0
NOVA AMERICA,521470,Níquel,GO,8,2,2,2,2,0,2,0.3333333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NOVA AMERICA DA COLINA,411660,Níquel,PR,23,0,18,5,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
NOVA ANDRADINA,500620,Níquel,MS,38,2,8,28,0,0,0,0,0,0,0,0,0,0,0,1,0,20,0,0,0,0,0,0,1
NOVA ARACA,431280,Níquel,RS,31,1,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0
NOVA AURORA,411670,Níquel,PR,69,0,39,30,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0
NOVA BASSANO,431290,Níquel,RS,108,0,101,7,0,0,0,0,0,0,0,0,1,0,0,0,0,17,0,0,0,0,0,1,0
NOVA BRESCIA,431300,Níquel,RS,32,0,29,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
NOVA CAMPINA,353282,Níquel,SP,20,1,0,17,2,0,2,0.10526315789473684,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0
NOVA CANAA,292270,Níquel,BA,17,8,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0
NOVA CANAA PAULISTA,353284,Níquel,SP,41,14,20,6,1,0,1,0.037037037037037035,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
NOVA CANTU,411680,Níquel,PR,58,0,29,26,3,0,3,0.05172413793103448,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,0
NOVA CRIXAS,521483,Níquel,GO,12,4,3,1,4,0,4,0.5,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0
NOVA ERECHIM,421140,Níquel,SC,20,0,2,15,3,0,3,0.15,0,0,0,0,0,0,0,0,0,4,0,0,1,0,0,0,0
NOVA ESPERANCA,411690,Níquel,PR,24,0,16,4,4,0,4,0.16666666666666666,0,0,0,0,0,0,0,1,0,21,1,0,0,0,0,0,0
NOVA ESPERANCA DO SUDOESTE,411695,Níquel,PR,20,0,10,10,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0
NOVA ESPERANCA DO SUL,431303,Níquel,RS,33,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0
NOVA FATIMA,292273,Níquel,BA,16,3,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
NOVA GLORIA,521486,Níquel,GO,8,3,2,1,2,0,2,0.4,0,0,0,0,0,0,1,0,0,4,0,0,0,0,0,0,0
NOVA GRANADA,353300,Níquel,SP,59,3,17,35,4,0,4,0.07142857142857142,0,0,0,0,0,0,0,0,0,9,2,0,0,0,0,0,1
NOVA GUATAPORANGA,353310,Níquel,SP,12,2,2,7,1,0,1,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NOVA IBIA,292275,Níquel,BA,13,3,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NOVA IGUACU DE GOIAS,521487,Níquel,GO,1,1,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
NOVA LARANJEIRAS,411705,Níquel,PR,26,0,16,10,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0
NOVA LIMA,314480,Níquel,MG,35,13,10,0,12,0,12,0.5454545454545454,0,1,0,4,1,0,2,0,0,46,1,0,1,0,0,5,0
NOVA LONDRINA,411710,Níquel,PR,20,0,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,1
NOVA LUZITANIA,353330,Níquel,SP,23,2,10,4,7,0,7,0.3333333333333333,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,1,0
NOVA OLIMPIA,411720,Níquel,PR,19,2,9,7,1,0,1,0.058823529411764705,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
NOVA OLINDA,171488,Níquel,TO,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NOVA PALMA,431310,Níquel,RS,33,1,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NOVA PETROPOLIS,431320,Níquel,RS,65,0,65,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8,0,0,1,0,0,1,0
NOVA PRATA,431330,Níquel,RS,30,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,1,13,6,0,0,0,0,5,0
NOVA PRATA DO IGUACU,411725,Níquel,PR,50,0,21,29,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0
NOVA REDENCAO,292285,Níquel,BA,15,6,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NOVA RESENDE,314510,Níquel,MG,6,2,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,0,0,0,0,0
NOVA ROMA DO SUL,431335,Níquel,RS,70,0,70,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
NOVA SANTA RITA,431337,Níquel,RS,23,5,15,3,0,0,0,0,0,0,0,0,1,0,1,0,4,34,1,0,0,0,0,1,0
NOVA SANTA ROSA,411722,Níquel,PR,20,0,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0
NOVA SERRANA,314520,Níquel,MG,18,6,12,0,0,0,0,0,0,0,0,4,0,0,0,0,3,35,63,0,0,0,0,0,0
NOVA SOURE,292290,Níquel,BA,6,6,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
NOVA TEBAS,411727,Níquel,PR,43,0,30,13,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
NOVA UNIAO,313660,Níquel,MG,7,4,0,2,1,0,1,0.3333333333333333,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
NOVA VENEZA,521500,Níquel,GO,6,0,1,0,5,0,5,0.8333333333333334,0,0,1,0,0,0,0,0,0,4,1,0,0,0,0,0,0
NOVA VICOSA,292300,Níquel,BA,24,22,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0
NOVO ALEGRE,171515,Níquel,TO,2,0,0,1,1,0,1,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NOVO BRASIL,521520,Níquel,GO,8,0,2,0,6,0,6,0.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NOVO GAMA,521523,Níquel,GO,24,2,0,3,19,0,19,0.8636363636363636,0,0,0,0,0,0,0,0,0,10,0,0,0,0,1,1,0
NOVO HORIZONTE,353350,Níquel,SP,34,1,19,14,0,0,0,0,0,0,0,0,0,0,0,0,1,21,0,0,0,0,0,2,0
NOVO HORIZONTE DO SUL,500625,Níquel,MS,14,0,3,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NOVO ITACOLOMI,411729,Níquel,PR,15,0,10,5,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
NOVO ORIENTE,230940,Níquel,CE,1,1,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
NOVO PLANALTO,521525,Níquel,GO,1,1,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,3,0,0,0,0,0,1,0
NOVO TRIUNFO,292305,Níquel,BA,6,6,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
OLEO,353380,Níquel,SP,38,0,0,34,4,0,4,0.10526315789473684,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OLINDINA,292310,Níquel,BA,13,11,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
OLIVEIRA DE FATIMA,171550,Níquel,TO,2,0,0,1,1,0,1,0.5,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
ONCA DE PITANGUI,314580,Níquel,MG,3,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
ONDA VERDE,353400,Níquel,SP,25,5,12,8,0,0,0,0,0,0,0,0,0,0,0,0,1,4,0,0,0,0,0,1,0
ORIENTE,353410,Níquel,SP,13,5,0,5,3,0,3,0.375,0,0,0,0,0,0,0,0,0,11,1,0,0,0,0,0,0
ORINDIUVA,353420,Níquel,SP,23,4,11,7,1,0,1,0.05263157894736842,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0
ORIZANIA,314587,Níquel,MG,12,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
ORIZONA,521530,Níquel,GO,13,1,5,3,4,0,4,0.3333333333333333,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0
ORTIGUEIRA,411730,Níquel,PR,99,0,73,26,0,0,0,0,0,0,0,1,0,0,0,0,0,7,0,0,0,0,0,1,0
OSCAR BRESSANE,353450,Níquel,SP,12,3,1,5,3,0,3,0.3333333333333333,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
OSORIO,431350,Níquel,RS,45,7,38,0,0,0,0,0,0,0,0,0,2,0,0,0,1,7,4,0,0,0,0,2,0
OSVALDO CRUZ,353460,Níquel,SP,35,6,4,17,8,0,8,0.27586206896551724,0,0,0,0,1,0,0,0,0,21,0,0,0,0,0,5,0
OTACILIO COSTA,421175,Níquel,SC,16,4,2,10,0,0,0,0,0,0,0,2,0,0,0,0,0,15,0,0,0,0,0,0,0
OURICANGAS,292330,Níquel,BA,6,6,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
OURICURI,260990,Níquel,PE,1,1,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,10,1,0,0,0,0,0,0
OURIZONA,411740,Níquel,PR,19,0,10,9,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
OURO BRANCO,314590,Níquel,MG,28,28,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,3,22,0,0,0,0,0,0,0
OURO VERDE,421185,Níquel,SC,17,2,2,12,1,0,1,0.06666666666666667,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
OURO VERDE DE GOIAS,521540,Níquel,GO,6,0,0,1,5,0,5,0.8333333333333334,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
OURO VERDE DO OESTE,411745,Níquel,PR,20,0,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
OUROESTE,353475,Níquel,SP,40,11,15,14,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,1,0
OUROLANDIA,292335,Níquel,BA,7,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0
OUVIDOR,521550,Níquel,GO,16,1,1,3,10,1,11,0.7333333333333333,0.06666666666666667,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0
PACATUBA,280490,Níquel,SE,18,9,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PACOTI,230980,Níquel,CE,1,1,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PADRE BERNARDO,521560,Níquel,GO,23,3,3,8,9,0,9,0.45,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0
PADRE PARAISO,314630,Níquel,MG,2,0,0,0,2,0,2,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0
PAI PEDRO,314655,Níquel,MG,8,5,0,2,1,0,1,0.3333333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PAIAL,421187,Níquel,SC,3,3,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
PAICANDU,411750,Níquel,PR,41,1,25,13,2,0,2,0.05,0,0,1,0,0,0,0,1,2,45,2,0,0,0,0,0,0
PAIM FILHO,431360,Níquel,RS,62,0,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0
PAINEIRAS,314640,Níquel,MG,11,4,2,2,3,0,3,0.42857142857142855,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0
PAINEL,421189,Níquel,SC,30,3,4,21,2,0,2,0.07407407407407407,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PALHOCA,421190,Níquel,SC,14,0,1,11,2,0,2,0.14285714285714285,0,0,0,1,5,0,0,1,1,88,16,0,0,0,0,7,0
PALMA SOLA,421200,Níquel,SC,19,0,2,15,2,0,2,0.10526315789473684,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
PALMACIA,231010,Níquel,CE,1,1,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
PALMARES DO SUL,431365,Níquel,RS,38,0,38,0,0,0,0,0,0,0,0,1,0,0,0,0,0,6,1,0,0,0,0,0,0
PALMARES PAULISTA,353510,Níquel,SP,17,3,12,2,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,3,0
PALMAS,172100,Níquel,TO,41,3,2,36,0,0,0,0,0,0,0,0,2,0,2,0,0,120,0,0,1,0,0,14,0
PALMAS,411760,Níquel,PR,20,0,16,4,0,0,0,0,0,0,0,0,0,0,0,0,0,34,0,0,2,0,0,3,0
PALMEIRA,411770,Níquel,PR,141,2,65,74,0,0,0,0,0,0,0,0,0,0,0,0,4,21,0,0,0,0,0,1,0
PALMEIRA,421205,Níquel,SC,28,6,1,15,6,0,6,0.2727272727272727,0,0,0,1,0,0,0,0,0,3,0,0,0,0,0,0,0
PALMEIRA D'OESTE,353520,Níquel,SP,47,12,16,18,1,0,1,0.02857142857142857,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
PALMEIRA DAS MISSOES,431370,Níquel,RS,81,0,80,1,0,0,0,0,0,0,0,0,0,0,0,0,0,11,1,0,0,0,0,5,0
PALMEIRAS,292350,Níquel,BA,15,6,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
PALMEIRAS DE GOIAS,521570,Níquel,GO,27,4,9,0,14,0,14,0.6086956521739131,0,0,0,0,0,0,0,0,1,7,0,0,0,0,0,2,0
PALMEIRAS DO TOCANTINS,171380,Níquel,TO,11,0,4,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PALMELO,521580,Níquel,GO,2,0,0,0,2,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PALMINOPOLIS,521590,Níquel,GO,8,1,3,0,4,0,4,0.5714285714285714,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
PALMITAL,411780,Níquel,PR,36,0,18,18,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0
PALMITINHO,431380,Níquel,RS,32,0,31,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
PALMOPOLIS,314675,Níquel,MG,2,0,0,0,2,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PALOTINA,411790,Níquel,PR,40,0,20,20,0,0,0,0,0,0,0,0,1,0,0,0,0,40,0,0,1,0,0,1,0
PANAMBI,431390,Níquel,RS,107,0,94,13,0,0,0,0,0,0,0,0,1,0,0,0,0,41,3,0,0,0,0,3,0
PANTANO GRANDE,431395,Níquel,RS,34,0,31,2,1,0,1,0.029411764705882353,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0
PARACATU,314700,Níquel,MG,35,9,0,1,25,0,25,0.9615384615384616,0,0,0,0,0,0,0,1,0,54,0,0,0,0,0,4,0
PARAGUACU PAULISTA,353550,Níquel,SP,62,16,10,28,8,0,8,0.17391304347826086,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,3,0
PARAI,431400,Níquel,RS,62,2,57,3,0,0,0,0,0,0,0,0,1,0,0,0,0,4,0,0,0,0,0,1,0
PARAIBA DO SUL,330370,Níquel,RJ,4,0,0,3,1,0,1,0.25,0,0,0,0,0,0,0,0,2,28,0,0,0,0,0,4,0
PARAISO,421223,Níquel,SC,25,2,2,16,5,0,5,0.21739130434782608,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
PARAISO DO NORTE,411800,Níquel,PR,39,0,23,15,1,0,1,0.02564102564102564,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,1
PARAMIRIM,292360,Níquel,BA,6,6,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0
PARANA,171620,Níquel,TO,36,0,10,23,3,0,3,0.08333333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PARANACITY,411810,Níquel,PR,16,0,9,5,2,0,2,0.125,0,0,0,0,0,0,0,0,0,9,1,0,1,0,0,0,0
PARANAIBA,500630,Níquel,MS,12,0,3,9,0,0,0,0,0,0,0,0,0,0,0,1,6,31,1,0,0,0,0,4,0
PARANAPANEMA,353580,Níquel,SP,34,8,0,23,3,0,3,0.11538461538461539,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,1,0
PARANAPUA,353590,Níquel,SP,18,6,5,7,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
PARANAVAI,411840,Níquel,PR,138,2,83,53,0,0,0,0,0,0,0,0,0,0,0,1,0,72,3,0,0,0,0,5,0
PARANHOS,500635,Níquel,MS,14,0,9,5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
PARANOA,530010,Níquel,DF,8,2,3,2,1,0,1,0.16666666666666666,0,1,0,3,2,0,0,4,11,263,26,1,1,0,2,233,7
PARAOPEBA,314740,Níquel,MG,27,14,8,5,0,0,0,0,0,0,0,0,0,0,0,0,0,26,1,0,0,0,0,2,0
PARAPUA,353600,Níquel,SP,21,8,5,5,3,0,3,0.23076923076923078,0,0,0,0,1,0,0,0,0,6,1,0,0,0,0,0,0
PARAUNA,521640,Níquel,GO,26,3,6,6,11,0,11,0.4782608695652174,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0
PARDINHO,353610,Níquel,SP,77,26,9,29,13,0,13,0.2549019607843137,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0
PARICONHA,270642,Níquel,AL,2,2,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
PARIQUERA-ACU,353620,Níquel,SP,71,23,6,23,19,0,19,0.3958333333333333,0,0,0,0,0,0,0,0,1,5,0,0,0,0,0,1,0
PARK WAY,530010,Níquel,DF,22,1,6,15,0,0,0,0,0,1,0,3,2,0,0,4,11,263,26,1,1,0,2,233,7
PAROBE,431405,Níquel,RS,30,6,23,1,0,0,0,0,0,0,0,0,1,0,0,1,0,27,4,0,0,0,0,1,0
PASSA SETE,431406,Níquel,RS,12,1,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0
PASSA TEMPO,314770,Níquel,MG,4,0,0,0,4,0,4,1,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0
PASSO DE TORRES,421225,Níquel,SC,27,1,2,21,3,0,3,0.11538461538461539,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,1,0
PASSO FUNDO,431410,Níquel,RS,93,8,74,10,1,0,1,0.011764705882352941,0,0,0,1,1,0,0,1,2,103,7,0,0,0,0,26,1
PASSOS MAIA,421227,Níquel,SC,15,1,4,9,1,0,1,0.07142857142857142,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
PATIS,314795,Níquel,MG,4,4,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PATO BRANCO,411850,Níquel,PR,22,0,20,2,0,0,0,0,0,0,0,0,0,0,0,2,2,60,3,0,0,0,0,22,0
PATOS DE MINAS,314800,Níquel,MG,8,2,0,0,6,0,6,1,0,0,0,0,1,0,0,0,2,76,1,0,0,0,0,12,0
PATY DO ALFERES,330385,Níquel,RJ,2,0,0,0,2,0,2,1,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,1,0
PAU BRASIL,292390,Níquel,BA,14,6,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PAULA FREITAS,411860,Níquel,PR,55,0,30,17,8,0,8,0.14545454545454545,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
PAULINIA,353650,Níquel,SP,29,11,2,11,5,0,5,0.2777777777777778,0,0,0,4,4,0,0,0,0,73,7,1,0,0,0,3,0
PAULISTANIA,353657,Níquel,SP,18,0,0,15,3,0,3,0.16666666666666666,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PAULISTAS,314840,Níquel,MG,8,8,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PAULO AFONSO,292400,Níquel,BA,10,10,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,20,0,0,0,0,0,2,0
PAULO DE FARIA,353660,Níquel,SP,18,0,10,8,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
PAULO FRONTIN,411870,Níquel,PR,75,0,35,40,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
PAULO LOPES,421230,Níquel,SC,49,0,12,32,5,0,5,0.10204081632653061,0,0,0,0,0,0,0,0,0,3,2,0,0,0,0,0,0
PAVERAMA,431415,Níquel,RS,17,1,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,0,0,0,0,0
PE DE SERRA,292405,Níquel,BA,12,8,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
PECANHA,314860,Níquel,MG,7,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,1,0
PEDERNEIRAS,353670,Níquel,SP,128,55,14,48,11,0,11,0.1506849315068493,0,0,0,0,0,0,0,0,0,48,2,0,0,0,0,5,0
PEDRA AZUL,314870,Níquel,MG,5,0,0,0,5,0,5,1,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0
PEDRA BELA,353680,Níquel,SP,18,8,2,2,6,0,6,0.6,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
PEDRA DO ANTA,314880,Níquel,MG,18,2,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
PEDRA DO INDAIA,314890,Níquel,MG,28,7,0,1,20,0,20,0.9523809523809523,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
PEDRALVA,314910,Níquel,MG,14,10,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
PEDRANOPOLIS,353690,Níquel,SP,64,17,18,27,2,0,2,0.0425531914893617,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0
PEDRAO,292410,Níquel,BA,6,6,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
PEDRAS ALTAS,431417,Níquel,RS,19,0,17,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
PEDRAS DE MARIA DA CRUZ,314915,Níquel,MG,10,10,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
PEDREGULHO,353700,Níquel,SP,72,2,30,40,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0
PEDRINHAS,280510,Níquel,SE,4,0,0,2,2,0,2,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PEDRINHAS PAULISTA,353715,Níquel,SP,8,3,2,1,2,0,2,0.4,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,1,0
