municipio,codigo_ibge,parâmetro,uf,Total de testes substâncias em geral para cada linha - incluindo MENOR_LQ,Total de inconsistentes,Total de Consistentes não detectados,Total de parâmetros com MENOR_LQ,Total de Consistentes detectados Abaixo do VMP,Total de Consistentes detectados Acima do VMP,Total_Detectados,prop1,prop2,cnae_729403,cnae_1043100,cnae_2019399,cnae_2093200,cnae_2094100,cnae_2423702,cnae_2449199,cnae_2452100,cnae_2539001,cnae_2539002,cnae_2721000,cnae_2722801,cnae_2722802,cnae_3211603,cnae_3250706,cnae_3313902
RIACHO FUNDO II,530010,Níquel,DF,9,1,2,4,1,1,2,0.25,0.125,1,0,3,2,0,0,4,11,263,26,1,1,0,2,233,7
RIALMA,521860,Níquel,GO,4,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,1,0
RIANAPOLIS,521870,Níquel,GO,25,5,7,2,11,0,11,0.55,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
RIBAS DO RIO PARDO,500710,Níquel,MS,14,0,3,7,4,0,4,0.2857142857142857,0,0,0,1,1,0,0,0,0,28,0,0,0,0,0,2,0
RIBEIRA,354280,Níquel,SP,52,16,6,16,14,0,14,0.3888888888888889,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
RIBEIRA DO AMPARO,292650,Níquel,BA,5,5,0,0,0,0,0,NA,NA,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
RIBEIRA DO POMBAL,292660,Níquel,BA,12,12,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,1,3,0,0,0,0,0,1,0
RIBEIRAO BRANCO,354300,Níquel,SP,71,18,0,44,9,0,9,0.16981132075471697,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0
RIBEIRAO CORRENTE,354310,Níquel,SP,16,0,7,9,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
RIBEIRAO DO PINHAL,412190,Níquel,PR,31,4,19,7,1,0,1,0.037037037037037035,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,1,0
RIBEIRAO DO SUL,354320,Níquel,SP,16,0,0,15,1,0,1,0.0625,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0
RIBEIRAO DOS INDIOS,354323,Níquel,SP,13,2,3,5,3,0,3,0.2727272727272727,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
RIBEIRAO GRANDE,354325,Níquel,SP,67,13,0,52,2,0,2,0.037037037037037035,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RIBEIROPOLIS,280600,Níquel,SE,4,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
RIFAINA,354360,Níquel,SP,16,0,7,9,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0
RIO AZUL,412200,Níquel,PR,29,0,16,13,0,0,0,0,0,0,0,0,0,0,0,1,0,9,0,0,0,0,0,0,0
RIO BOM,412210,Níquel,PR,32,0,20,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RIO BONITO DO IGUACU,412215,Níquel,PR,28,2,16,0,10,0,10,0.38461538461538464,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
RIO BRANCO,120040,Níquel,AC,1,0,0,0,1,0,1,1,0,0,0,1,2,0,0,0,1,43,2,0,1,0,0,15,1
RIO BRANCO DO IVAI,412217,Níquel,PR,22,0,14,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
RIO BRANCO DO SUL,412220,Níquel,PR,37,0,30,5,2,0,2,0.05405405405405406,0,0,0,0,1,0,0,1,0,32,2,0,0,0,0,0,0
RIO BRILHANTE,500720,Níquel,MS,68,3,52,13,0,0,0,0,0,0,0,0,0,0,0,0,0,19,1,0,0,0,0,1,0
RIO CASCA,315490,Níquel,MG,20,8,10,2,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0
RIO DA CONCEICAO,171865,Níquel,TO,4,0,0,3,1,0,1,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RIO DAS ANTAS,421440,Níquel,SC,68,12,10,40,6,0,6,0.10714285714285714,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,2,0
RIO DE CONTAS,292670,Níquel,BA,8,8,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
RIO DE JANEIRO,330455,Níquel,RJ,26,22,1,2,1,0,1,0.25,0,2,3,25,42,4,9,42,47,1409,85,6,4,0,10,177,8
RIO DO ANTONIO,292680,Níquel,BA,6,6,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RIO DO CAMPO,421450,Níquel,SC,39,0,8,27,4,0,4,0.10256410256410256,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,1,0
RIO DO OESTE,421460,Níquel,SC,25,1,2,20,2,0,2,0.08333333333333333,0,0,0,0,0,0,0,0,1,8,0,0,0,0,0,0,0
RIO DO PIRES,292690,Níquel,BA,4,4,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RIO DO PRADO,315510,Níquel,MG,2,2,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
RIO DO SUL,421480,Níquel,SC,34,0,2,26,6,0,6,0.17647058823529413,0,0,0,0,0,0,0,0,3,110,4,0,0,0,0,14,0
RIO DOS CEDROS,421470,Níquel,SC,27,0,3,19,5,0,5,0.18518518518518517,0,0,0,0,0,0,0,0,0,8,2,0,0,0,0,0,0
RIO DOS INDIOS,431555,Níquel,RS,22,1,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RIO ESPERA,315520,Níquel,MG,20,17,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RIO FORTUNA,421490,Níquel,SC,16,0,2,12,2,0,2,0.125,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
RIO GRANDE,431560,Níquel,RS,79,0,68,10,1,0,1,0.012658227848101266,0,0,0,0,2,0,0,0,0,104,10,0,1,1,0,3,0
RIO GRANDE DA SERRA,354410,Níquel,SP,16,2,2,8,4,0,4,0.2857142857142857,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0,1,0
RIO MANSO,315530,Níquel,MG,21,7,3,3,8,0,8,0.5714285714285714,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
RIO NEGRO,412230,Níquel,PR,72,0,30,30,12,0,12,0.16666666666666666,0,0,0,3,1,0,0,0,0,31,0,0,0,0,0,1,0
RIO NEGRO,500730,Níquel,MS,24,1,8,15,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
RIO PARANAIBA,315550,Níquel,MG,14,1,3,10,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0
RIO PARDO,431570,Níquel,RS,35,7,25,3,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,1,0,0,1,0
RIO PARDO DE MINAS,315560,Níquel,MG,24,14,0,2,8,0,8,0.8,0,0,0,0,0,0,0,0,1,4,0,0,0,0,0,1,0
RIO PIRACICABA,315570,Níquel,MG,9,0,0,0,9,0,9,1,0,0,0,0,0,0,0,0,0,13,1,0,0,0,0,0,0
RIO POMBA,315580,Níquel,MG,11,9,0,0,2,0,2,1,0,0,0,0,1,0,0,0,0,9,0,0,0,0,0,0,0
RIO REAL,292700,Níquel,BA,12,10,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,8,1,0,0,0,0,0,0
RIO VERDE,521880,Níquel,GO,208,27,54,33,94,0,94,0.5193370165745856,0,0,0,1,0,0,0,1,1,162,3,0,1,0,0,8,0
RIO VERDE DE MATO GROSSO,500740,Níquel,MS,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0
RIO VERMELHO,315600,Níquel,MG,6,6,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RIOLANDIA,354420,Níquel,SP,29,6,10,9,4,0,4,0.17391304347826086,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0
RIOZINHO,431575,Níquel,RS,26,4,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0
RIQUEZA,421507,Níquel,SC,37,0,10,21,6,0,6,0.16216216216216217,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
RITAPOLIS,315610,Níquel,MG,18,18,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
RIVERSUL,354350,Níquel,SP,30,6,0,21,3,0,3,0.125,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
ROCA SALES,431580,Níquel,RS,32,0,32,0,0,0,0,0,0,0,0,0,2,0,0,0,0,11,0,0,0,0,0,0,0
RODEIO BONITO,431590,Níquel,RS,34,1,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,1,0
ROLANDIA,412240,Níquel,PR,72,0,34,38,0,0,0,0,0,0,0,0,0,0,0,1,9,53,5,0,11,0,0,1,1
ROLANTE,431600,Níquel,RS,27,7,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
ROMELANDIA,421520,Níquel,SC,32,0,4,23,5,0,5,0.15625,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
RONCADOR,412250,Níquel,PR,32,0,20,12,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,1,0
RONDA ALTA,431610,Níquel,RS,52,3,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,0,0,0,0,0,0
RONDINHA,431620,Níquel,RS,30,0,29,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
RONDON,412260,Níquel,PR,20,0,6,13,1,0,1,0.05,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0
ROSANA,354425,Níquel,SP,30,9,4,8,9,0,9,0.42857142857142855,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0
ROSARIO DO IVAI,412265,Níquel,PR,59,0,33,26,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
ROSARIO DO SUL,431640,Níquel,RS,12,0,12,0,0,0,0,0,0,0,0,0,1,0,0,0,0,18,0,0,1,0,0,0,0
ROSEIRA,354430,Níquel,SP,20,6,9,5,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0
RUBIACEA,354440,Níquel,SP,35,9,10,13,3,0,3,0.11538461538461539,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
RUBIATABA,521890,Níquel,GO,65,30,14,3,16,2,18,0.5142857142857142,0.05714285714285714,0,0,0,0,0,0,0,0,14,0,0,0,0,0,1,0
RUBIM,315660,Níquel,MG,9,1,0,0,8,0,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RUBINEIA,354450,Níquel,SP,43,12,8,16,7,0,7,0.22580645161290322,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
RUY BARBOSA,292720,Níquel,BA,11,6,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,1,0
SABAUDIA,412270,Níquel,PR,14,0,10,4,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0
SAGRES,354470,Níquel,SP,30,7,7,11,5,0,5,0.21739130434782608,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
SALESOPOLIS,354500,Níquel,SP,38,17,5,9,7,0,7,0.3333333333333333,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0
SALETE,421530,Níquel,SC,20,0,2,15,3,0,3,0.15,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,1,0
SALGADO FILHO,412280,Níquel,PR,36,0,16,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
SALINAS,315700,Níquel,MG,19,16,0,1,2,0,2,0.6666666666666666,0,0,0,0,0,0,0,0,2,14,2,0,0,0,0,1,0
SALINAS DA MARGARIDA,292730,Níquel,BA,15,6,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0
SALMOURAO,354510,Níquel,SP,18,4,5,8,1,0,1,0.07142857142857142,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
SALTINHO,354515,Níquel,SP,34,13,5,4,12,0,12,0.5714285714285714,0,0,0,0,1,0,0,1,0,12,0,0,0,0,0,0,0
SALTINHO,421535,Níquel,SC,25,2,8,15,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0
SALTO DA DIVISA,315710,Níquel,MG,2,0,0,0,2,0,2,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0
SALTO DE PIRAPORA,354530,Níquel,SP,19,8,1,8,2,0,2,0.18181818181818182,0,0,0,0,1,0,0,0,0,18,0,0,0,0,0,0,0
SALTO DO ITARARE,412290,Níquel,PR,20,0,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
SALTO DO JACUI,431645,Níquel,RS,40,1,38,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0
SALTO DO LONTRA,412300,Níquel,PR,36,0,16,20,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
SALTO VELOSO,421540,Níquel,SC,19,0,2,14,3,0,3,0.15789473684210525,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0
SALVADOR,292740,Níquel,BA,20,20,0,0,0,0,0,NA,NA,0,1,8,7,0,2,15,4,685,23,3,2,0,1,80,15
SALVADOR DO SUL,431650,Níquel,RS,22,5,16,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,1,0,0,0,0
SANANDUVA,431660,Níquel,RS,62,0,61,1,0,0,0,0,0,0,0,0,0,0,0,0,0,23,1,0,0,0,0,2,0
SANCLERLANDIA,521900,Níquel,GO,11,4,5,1,1,0,1,0.14285714285714285,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0
SANDOVALINA,354550,Níquel,SP,14,3,5,5,1,0,1,0.09090909090909091,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
SANTA ALBERTINA,354570,Níquel,SP,41,6,21,13,1,0,1,0.02857142857142857,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
SANTA AMELIA,412310,Níquel,PR,12,0,10,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SANTA BARBARA,315720,Níquel,MG,23,9,8,6,0,0,0,0,0,0,0,0,1,0,0,0,0,10,0,0,0,0,0,1,0
SANTA BARBARA DE GOIAS,521910,Níquel,GO,22,9,4,2,7,0,7,0.5384615384615384,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0
SANTA BARBARA DO LESTE,315725,Níquel,MG,4,0,0,3,1,0,1,0.25,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
SANTA BARBARA DO SUL,431670,Níquel,RS,32,0,31,1,0,0,0,0,0,0,0,0,0,0,0,1,0,12,0,0,1,0,0,0,0
SANTA BARBARA DO TUGURIO,315730,Níquel,MG,9,5,2,0,2,0,2,0.5,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0
SANTA BRANCA,354600,Níquel,SP,19,0,6,13,0,0,0,0,0,0,0,1,0,0,0,0,1,12,0,0,0,0,0,0,0
SANTA BRIGIDA,292760,Níquel,BA,1,1,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SANTA CECILIA,421550,Níquel,SC,51,2,11,34,4,0,4,0.08163265306122448,0,0,0,0,0,0,0,0,0,25,1,0,0,0,0,0,0
SANTA CLARA D'OESTE,354610,Níquel,SP,25,7,11,6,1,0,1,0.05555555555555555,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0
SANTA CRUZ,261245,Níquel,PE,1,1,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SANTA CRUZ CABRALIA,292770,Níquel,BA,5,5,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,1,7,0,0,0,0,0,1,0
SANTA CRUZ DA ESPERANCA,354625,Níquel,SP,26,1,8,17,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
SANTA CRUZ DE MONTE CASTELO,412330,Níquel,PR,18,1,8,8,1,0,1,0.058823529411764705,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0
SANTA CRUZ DO ESCALVADO,315740,Níquel,MG,3,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SANTA CRUZ DO RIO PARDO,354640,Níquel,SP,44,0,0,40,4,0,4,0.09090909090909091,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,3,1
SANTA CRUZ DO SUL,431680,Níquel,RS,140,0,139,1,0,0,0,0,0,0,0,1,0,0,0,0,0,65,1,0,1,0,0,5,1
SANTA EFIGENIA DE MINAS,315750,Níquel,MG,3,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SANTA ERNESTINA,354650,Níquel,SP,19,0,10,9,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
SANTA FE,412340,Níquel,PR,19,0,10,8,1,0,1,0.05263157894736842,0,0,0,0,0,0,0,0,0,10,0,0,0,0,1,1,0
SANTA FE DE MINAS,315760,Níquel,MG,16,10,0,2,4,0,4,0.6666666666666666,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
SANTA HELENA,412350,Níquel,PR,40,0,20,20,0,0,0,0,0,0,0,0,0,0,0,1,0,5,2,0,0,0,0,0,0
SANTA HELENA DE GOIAS,521930,Níquel,GO,19,6,2,1,10,0,10,0.7692307692307693,0,0,0,0,0,0,0,0,1,42,0,0,0,0,0,0,0
SANTA INES,412360,Níquel,PR,15,0,10,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SANTA ISABEL,354680,Níquel,SP,52,0,34,18,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,1,0
SANTA ISABEL,521935,Níquel,GO,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SANTA IZABEL DO OESTE,412380,Níquel,PR,34,0,14,20,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,0,0,0,1,1
SANTA LUCIA,412382,Níquel,PR,20,0,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0
SANTA LUZIA,292805,Níquel,BA,13,5,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
SANTA LUZIA,315780,Níquel,MG,11,5,0,4,2,0,2,0.3333333333333333,0,0,0,2,1,1,1,2,2,97,4,2,6,0,0,11,1
SANTA MARGARIDA,315790,Níquel,MG,40,0,28,10,2,0,2,0.05,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0
SANTA MARGARIDA DO SUL,431697,Níquel,RS,11,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SANTA MARIA,431690,Níquel,RS,81,2,79,0,0,0,0,0,0,0,0,0,0,0,0,1,5,116,1,0,2,0,1,17,1
SANTA MARIA,530010,Níquel,DF,45,4,8,31,1,1,2,0.04878048780487805,0.024390243902439025,1,0,3,2,0,0,4,11,263,26,1,1,0,2,233,7
SANTA MARIA DA SERRA,354700,Níquel,SP,36,11,8,14,3,0,3,0.12,0,0,0,0,2,0,0,0,1,4,1,0,0,0,0,0,0
SANTA MARIA DE JETIBA,320455,Níquel,ES,38,20,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,0,0,0,0,0,0
SANTA MARIA DO HERVAL,431695,Níquel,RS,38,6,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SANTA MARIA DO OESTE,412385,Níquel,PR,18,0,10,8,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
SANTA MARIA DO SALTO,315810,Níquel,MG,1,1,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
SANTA MARIA DO SUACUI,315820,Níquel,MG,8,8,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
SANTA MARIANA,412390,Níquel,PR,53,1,46,5,1,0,1,0.019230769230769232,0,0,0,0,0,0,0,0,0,4,1,0,0,0,0,0,0
SANTA MERCEDES,354710,Níquel,SP,20,4,6,9,1,0,1,0.0625,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0
SANTA RITA DE CALDAS,315920,Níquel,MG,14,10,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0
SANTA RITA DE IBITIPOCA,315940,Níquel,MG,12,8,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
SANTA RITA DO ARAGUAIA,521940,Níquel,GO,26,0,8,5,13,0,13,0.5,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0
SANTA RITA DO ITUETO,315950,Níquel,MG,2,2,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0
SANTA RITA DO PARDO,500755,Níquel,MS,14,0,3,6,5,0,5,0.35714285714285715,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SANTA RITA DO SAPUCAI,315960,Níquel,MG,6,2,0,4,0,0,0,0,0,0,0,0,1,0,0,0,1,46,5,1,0,0,0,2,0
SANTA ROSA,431720,Níquel,RS,36,2,33,1,0,0,0,0,0,0,0,0,1,0,0,2,0,59,3,0,0,1,0,9,0
SANTA ROSA DA SERRA,315970,Níquel,MG,25,0,6,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SANTA ROSA DE GOIAS,521950,Níquel,GO,16,1,8,1,6,0,6,0.4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
SANTA ROSA DE LIMA,280650,Níquel,SE,1,1,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SANTA ROSA DE LIMA,421560,Níquel,SC,20,0,5,13,2,0,2,0.1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
SANTA ROSA DE VITERBO,354760,Níquel,SP,28,2,8,18,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1,0,0,0,0,0,0
SANTA ROSA DO TOCANTINS,171890,Níquel,TO,12,0,0,10,2,0,2,0.16666666666666666,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SANTA SALETE,354765,Níquel,SP,18,7,5,5,1,0,1,0.09090909090909091,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
SANTA TERESA,320460,Níquel,ES,41,14,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,1,0
SANTA TERESINHA,292850,Níquel,BA,15,6,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0
SANTA TEREZA DE GOIAS,521960,Níquel,GO,2,2,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SANTA TEREZA DO OESTE,412402,Níquel,PR,45,0,25,20,0,0,0,0,0,0,0,0,0,0,0,0,1,16,3,0,0,0,0,0,1
SANTA TEREZINHA,421567,Níquel,SC,63,0,13,42,8,0,8,0.12698412698412698,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
SANTA TEREZINHA DE GOIAS,521970,Níquel,GO,2,2,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0
SANTA TEREZINHA DE ITAIPU,412405,Níquel,PR,26,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0
SANTA TEREZINHA DO PROGRESSO,421568,Níquel,SC,14,0,2,10,2,0,2,0.14285714285714285,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SANTA VITORIA,315980,Níquel,MG,28,8,0,0,20,0,20,1,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,1,0
SANTA VITORIA DO PALMAR,431730,Níquel,RS,100,0,98,2,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0
SANTANA,292820,Níquel,BA,13,5,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0
SANTANA DA BOA VISTA,431700,Níquel,RS,14,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
SANTANA DA PONTE PENSA,354720,Níquel,SP,24,7,10,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SANTANA DA VARGEM,315830,Níquel,MG,13,7,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
SANTANA DE PARNAIBA,354730,Níquel,SP,104,21,43,26,14,0,14,0.1686746987951807,0,0,0,1,5,0,0,3,4,82,6,0,0,0,0,3,0
SANTANA DE PIRAPAMA,315850,Níquel,MG,5,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
SANTANA DO ITARARE,412400,Níquel,PR,20,1,10,9,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
SANTANA DO MANHUACU,315890,Níquel,MG,26,4,18,0,4,0,4,0.18181818181818182,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,1,0
SANTIAGO,431740,Níquel,RS,30,2,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,0,1,0,0,0,6,0
SANTO AMARO,292860,Níquel,BA,47,38,0,9,0,0,0,0,0,0,0,0,1,0,0,0,0,11,0,0,0,0,0,1,0
SANTO AMARO DAS BROTAS,280660,Níquel,SE,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0
SANTO ANASTACIO,354770,Níquel,SP,19,5,4,6,4,0,4,0.2857142857142857,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0
SANTO ANDRE,354780,Níquel,SP,22,11,4,2,5,0,5,0.45454545454545453,0,0,0,8,6,0,0,7,8,519,24,1,1,1,0,47,4
SANTO ANGELO,431750,Níquel,RS,43,2,38,3,0,0,0,0,0,0,0,0,0,0,0,1,0,31,0,0,1,1,0,6,0
SANTO ANTONIO DA PATRULHA,431760,Níquel,RS,128,0,127,1,0,0,0,0,0,0,0,0,0,0,0,0,0,35,0,0,0,0,0,1,0
SANTO ANTONIO DA PLATINA,412410,Níquel,PR,43,1,23,19,0,0,0,0,0,0,0,0,1,0,0,0,0,16,0,0,0,0,0,4,0
SANTO ANTONIO DAS MISSOES,431770,Níquel,RS,26,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
SANTO ANTONIO DE GOIAS,521973,Níquel,GO,4,0,0,0,4,0,4,1,0,0,0,0,0,0,0,0,0,6,0,0,0,0,1,1,0
SANTO ANTONIO DE JESUS,292870,Níquel,BA,16,7,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,33,1,0,0,0,0,3,0
